security_id,date,symbol,event_ids,held_before_event,pre_event_weight,materiality_status,reason,raw_price_return,modelled_stock_return,share_multiplier,cash_per_pre_event_share,modelling_assumption_id,evidence_source
NSE_329ABD1F5CCD,2015-11-19,JSL,CA_da7d9673a7e339e185ee,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.6086956521739131,,,,,
NSE_812A4A064978,2016-03-15,CROMPGREAV,CA_d68d9be194519be0bb03,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.716677398583387,,,,,
NSE_D5AEC8D4EBC0,2016-08-25,JINDALSAW,CA_01b53b51cb7beb6a2915,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.06177606177606165,,,,,
NSE_B7616A734F2C,2016-08-26,TCI,CA_b0eba0f7b5242fea8f4c,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.4697010869565217,,,,,
NSE_7F1FE9599769,2017-05-25,SINTEX,CA_7ec71406640cdb5cfb4f,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.7516810758885687,,,,,
NSE_E7891F352261,2017-07-05,CGCL,CA_8ade75260802ef97916a,False,0.0,NOT_HELD,ORDINARY_ACTION_PARSE_UNVERIFIED,0.0016891891891890332,,,,,
NSE_951F0DE091F9,2017-07-19,GRASIM,CA_9712390351bb6336e11a,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.1971249426517816,,,,,
NSE_2D9667E60569,2017-09-20,POLYMED,CA_4f7a48e1d73308995871;CA_e2fa7d92a3245c9d524c,False,0.0,NOT_HELD,POSSIBLE_DUPLICATE_ECONOMIC_RECORD,0.014282475629108893,,,,,
NSE_F96D3907BEE7,2017-10-17,IIFL,CA_d4350a4891573655ee29,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.0075554472337315826,,,,,
NSE_E987DDA51421,2017-11-29,FRETAIL,CA_73f2fd7856e2a8f125ac,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,0.012899805619367433,,,,,
NSE_6B14B0471978,2018-01-18,AARTIDRUGS,CA_97dcc52d47ab7bf189d9,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.0328920707821152,,,,,
NSE_1EDC5AB6BDE5,2018-01-30,GAYAPROJ,CA_26c975868bc50d05ca8c,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.03359410952600095,,,,,
NSE_C9C5A501D2C2,2018-03-22,ALEMBICLTD,CA_e8ab3b19871a658e8ec8,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.05569620253164553,,,,,
NSE_42CD50DCCBD6,2018-04-05,ADANIENT,CA_09d4133ad6ad9024fa83,True,0.01891351555442489,MODELLED_ZERO_INCREMENTAL_ENTITLEMENT,TREATMENT_NOT_ACCEPTED,-0.02377022119511385,-0.02377022119511385,1.0,0.0,ADANIENT_2018_04_05_ZERO_INCREMENTAL_ENTITLEMENT,corporate_actions_20180401_20180430.json
NSE_72AFBEE07E5D,2018-04-06,STAR,CA_df384ef3fc428b287dca,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,0.015683574324841354,,,,,
NSE_AE2862139B09,2018-08-08,WHEELS,CA_3e43c1d1d32f3e1a447e;CA_97597e60defd554b8321,False,0.0,NOT_HELD,MULTIPLE_ACTION_UNITS_UNVERIFIED,-0.507192075796727,,,,,
NSE_851A827BCF83,2018-08-30,NAVNETEDUL,CA_3c6a72f243fcf95ad54a,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,0.0021897810218978186,,,,,
NSE_42CD50DCCBD6,2018-09-06,ADANIENT,CA_d6eecab7f0888fc406f6,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.2239867267124911,,,,,
NSE_F10717A1FD65,2018-10-25,COX&KINGS,CA_a547b59a77462e2625dd,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.07930859176410776,,,,,
NSE_C60D64EC58FE,2018-11-28,ARVIND,CA_976da4b23cd71b346dab,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.6508599903552483,,,,,
NSE_64BF9F3DBA41,2019-01-24,KPIT,CA_9e4a3e84724b4ddd5a30,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.40480036925917384,,,,,
NSE_6B14B0471978,2019-03-28,AARTIDRUGS,CA_992b9adde6b0f3d8191c,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.021364940359353768,,,,,
NSE_400E6C0FE473,2019-04-23,PRAKASH,CA_e1b79649b7b784d97751,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.11192764273600908,,,,,
NSE_F96D3907BEE7,2019-05-30,IIFL,CA_bc661c41f226f8cadf0f,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.522098454904779,,,,,
NSE_C5E1346C906E,2019-06-18,TRIVENI,CA_9a4d1bf3110042d82bf8,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.08361658735554034,,,,,
NSE_418B7FB30526,2019-06-24,TATASPONGE,CA_f37bb4a3e8a796f6e39c,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.13789853934348995,,,,,
NSE_81E1BA306A07,2019-07-03,AARTIIND,CA_7c4b422d9b821ca69ce7,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.02639833448993756,,,,,
NSE_9BE1DE6AAF18,2019-07-11,TTML,CA_3b571433b0b8d5f3cd54,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.012345679012345623,,,,,
NSE_6835A4E7227D,2019-08-06,GFLLIMITED,CA_cf1d08cc46707417d90d,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.8910711244820344,,,,,
NSE_CBDF2B22A73F,2019-08-19,HSIL,CA_77dbd1a3b983e1b3bddf;CA_b76299de65382d4aef6e,False,0.0,NOT_HELD,COINCIDENT_UNRESOLVED_ACTION;TREATMENT_NOT_ACCEPTED,-0.7370662124760485,,,,,
NSE_444C594AB9B7,2019-08-22,BRITANNIA,CA_52dafdfb28d9f35d7326,False,0.0,NOT_HELD,ACCEPTED_STRICT_RETURN_EXCEPTION,0.02358985112182843,,,,,
NSE_C9C5A501D2C2,2019-08-26,ALEMBICLTD,CA_017f38c6fc975dae27c2,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.2264150943396226,,,,,
NSE_7F8B1EBDE62B,2019-09-17,PATELENG,CA_af6d5a9e2ca05613d874,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.20065789473684204,,,,,
NSE_C941893EE311,2019-09-17,TATACOMM,CA_4c8e2f9282e35bca8325,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.3480552952202437,,,,,
NSE_9AE82A200CBD,2019-10-17,NIITLTD,CA_3ac740cfdd061acec801,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.1028735632183908,,,,,
NSE_AA256B638694,2019-12-05,THOMASCOOK,CA_d04252a952e6874f0431,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.5555183946488294,,,,,
NSE_FE37750EBD83,2019-12-20,ABB,CA_93e91333c57773c4c322,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.1449864498644986,,,,,
NSE_4723627B4BA6,2019-12-24,KESORAMIND,CA_7b5d64c8446ba2bca221,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.07025151777970506,,,,,
NSE_3E5680388E4E,2019-12-30,JINDALPOLY,CA_338e56e977a8f1127065,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.0493932297210985,,,,,
NSE_3BC23EE3CDD9,2020-01-21,SUVEN,CA_7563b3352a583300b0c8,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.9470890694974291,,,,,
NSE_D84D9BBEAF23,2020-03-06,BORORENEW,CA_8e27f66d24b7cf8de174,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.7359639830508475,,,,,
NSE_680430C14CBF,2020-07-23,GDL,CA_e208bfc086b777a7c88c,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.04759299781181625,,,,,
NSE_F5B3E0E44D10,2020-08-21,FAIRCHEM,CA_5e489cbcf5d7b74ce786,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.1919538551401868,,,,,
NSE_C5E1346C906E,2020-08-27,TRIVENI,CA_ea929a66f79614cdae4b,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.02943058221369177,,,,,
NSE_9EF7F390DA4E,2020-09-16,DEEPAKFERT,CA_31046ded07eaa34fb3e8;CA_f59befb063935a9017c3,False,0.0,NOT_HELD,COINCIDENT_UNRESOLVED_ACTION;TREATMENT_NOT_ACCEPTED,-0.03835063437139563,,,,,
NSE_3E94CB7D547E,2020-10-06,ANANTRAJ,CA_b7021297bbbf7e4e5fb2,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.4386206896551724,,,,,
NSE_AE4994F757D1,2020-10-28,KIOCL,CA_c02455d0200fdabff1ae,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.01997336884154466,,,,,
NSE_7E9F9084BD7D,2021-02-04,JUBILANT,CA_579830341255203fac84,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.11978354134165359,,,,,
NSE_6835A4E7227D,2021-03-26,GFLLIMITED,CA_61221f2a9ceafe607eca,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.2547300415320719,,,,,
NSE_444C594AB9B7,2021-05-25,BRITANNIA,CA_9d29c825ee80b650567a;CA_ac77178a1f3b292f7ee0,False,0.0,NOT_HELD,ACCEPTED_STRICT_RETURN_EXCEPTION;COINCIDENT_UNRESOLVED_ACTION,0.017874581989287153,,,,,
NSE_4723627B4BA6,2021-09-16,KESORAMIND,CA_3ec7762a6e7b220937b8,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.13329615170105968,,,,,
NSE_108254EF6AA4,2022-01-14,MOTHERSUMI,CA_426563cd086ccfc19532,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.20975298126064734,,,,,
NSE_03B0BD5CB55C,2022-02-22,HGS,CA_4bd3ac9cadba72dfd0ee;CA_a28c7ef7be5fba82424e,True,0.023241392509216734,VERIFIED_ORDINARY_COMBINED_ACTION,MULTIPLE_ACTION_UNITS_UNVERIFIED,-0.5207769405223499,-0.03131172726607667,2.0,28.0,HGS_2022_02_22_VERIFIED_BONUS_DIVIDEND,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f5386769-50d2-43c5-aa62-a7bee9caed11.pdf
NSE_48390A9F12CC,2022-07-07,MINDAIND,CA_2991c7e2dcd5c9928507;CA_573465bbca3206467dd8,False,0.0,NOT_HELD,MULTIPLE_ACTION_UNITS_UNVERIFIED,-0.4876702434997937,,,,,
NSE_A4B76A210E61,2022-08-30,PEL,CA_639afdcd43cd7fcf23bf,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.4479366727225539,,,,,
NSE_873E06A5291B,2022-09-08,BEML,CA_10d544d633d683f23dca,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.1640882025068653,,,,,
NSE_FD4A93ADA75B,2022-09-13,BAJAJFINSV,CA_8f1a2994503cad9e9964;CA_c48fd23ae89fa0c40398,False,0.0,NOT_HELD,MULTIPLE_ACTION_UNITS_UNVERIFIED,-0.8958603808484629,,,,,
NSE_3BC23EE3CDD9,2022-10-17,SUVEN,CA_ea2a6135ded4b7604002,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.06111111111111123,,,,,
NSE_81E1BA306A07,2022-10-19,AARTIIND,CA_8af1fe47739ab6c546c4,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.08262854074372394,,,,,
NSE_6693136E8F8D,2022-10-27,NMDC,CA_c5bcb078df3cc90f65d0,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.20229445506692167,,,,,
NSE_4F096D93F0F3,2022-11-21,EASEMYTRIP,CA_bd1a9c0fb614d418b033;CA_d980fda0218090aafc5e,True,0.02061018465448926,VERIFIED_ORDINARY_COMBINED_ACTION,MULTIPLE_ACTION_UNITS_UNVERIFIED,-0.8499803639219793,0.20015708862416548,8.0,0.0,EASEMYTRIP_2022_11_21_VERIFIED_SPLIT_BONUS,https://www.easemytrip.com/investor-pdf/2022/Intimation-of-Record-Date-22-11-2022.pdf
NSE_EEAD76022193,2023-01-20,HERITGFOOD,CA_4dfc5e0e1c28a1095d9d,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.46842105263157896,,,,,
NSE_7F8B1EBDE62B,2023-02-06,PATELENG,CA_5ed5d1a7537676a71ef4,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.13333333333333341,,,,,
NSE_FECEC1EAA0A3,2023-03-31,SCI,CA_3d8a0e3f1466b44eb24a,False,0.0,NOT_HELD,TREATMENT_NOT_ACCEPTED,-0.22420223787816007,,,,,
