date,tri,tri_wealth_from_development_anchor
2018-05-07,13837.1,13994538.558786346
2018-05-08,13838.65,13996106.194690265
2018-05-09,13837.48,13994922.882427307
2018-05-10,13752.47,13908945.638432365
2018-05-11,13833.86,13991261.694058154
2018-05-14,13795.05,13952010.113780025
2018-05-15,13760.15,13916713.021491783
2018-05-16,13705.45,13861390.644753477
2018-05-17,13670.14,13825678.887484197
2018-05-18,13530.24,13684187.104930468
2018-05-21,13382.6,13534867.256637169
2018-05-22,13436.94,13589825.537294565
2018-05-23,13325.63,13477249.051833121
2018-05-24,13392.87,13545254.108723138
2018-05-25,13549.37,13703534.76611884
2018-05-28,13684.63,13840333.754740832
2018-05-29,13630.69,13785780.02528445
2018-05-30,13607.75,13762579.013906447
2018-05-31,13705.62,13861562.579013908
2018-06-01,13617.21,13772146.649810364
2018-06-04,13501.53,13655150.442477876
2018-06-05,13405.29,13557815.42351454
2018-06-06,13545.67,13699792.667509481
2018-06-07,13684.5,13840202.275600506
2018-06-08,13708.4,13864374.209860936
2018-06-11,13732.15,13888394.437420987
2018-06-12,13811.73,13968879.8988622
2018-06-13,13811.78,13968930.467762327
2018-06-14,13781.18,13937982.300884956
2018-06-15,13762.12,13918705.436156763
2018-06-18,13725.35,13881517.067003792
2018-06-19,13601.84,13756601.769911505
2018-06-20,13663.75,13819216.182048041
2018-06-21,13612.8,13767686.472819217
2018-06-22,13695.9,13851731.98482933
2018-06-25,13604.24,13759029.077117573
2018-06-26,13600.44,13755185.840707965
2018-06-27,13453.85,13606927.93931732
2018-06-28,13318.37,13469906.447534768
2018-06-29,13503.29,13656930.467762327
2018-07-02,13424.54,13577284.450063212
2018-07-03,13484.25,13637673.830594184
2018-07-04,13551.84,13706032.869785082
2018-07-05,13514.84,13668611.883691529
2018-07-06,13556.77,13711018.963337548
2018-07-09,13681.04,13836702.90771176
2018-07-10,13801.46,13958493.046776233
2018-07-11,13780.83,13937628.318584071
2018-07-12,13837.41,13994852.085967131
2018-07-13,13791.0,13947914.032869784
2018-07-16,13618.67,13773623.261694059
2018-07-17,13743.72,13900096.08091024
2018-07-18,13677.65,13833274.336283186
2018-07-19,13638.18,13793355.246523388
2018-07-20,13712.17,13868187.104930468
2018-07-23,13827.88,13985213.653603034
2018-07-24,13955.93,14114720.6068268
2018-07-25,13955.58,14114366.624525916
2018-07-26,14015.05,14174513.274336284
2018-07-27,14150.32,14311322.376738306
2018-07-30,14209.48,14371155.499367889
2018-07-31,14257.02,14419236.40960809
2018-08-01,14258.89,14421127.68647282
2018-08-02,14168.71,14329921.618204804
2018-08-03,14312.09,14474932.996207332
2018-08-06,14347.97,14511221.238938052
2018-08-07,14341.27,14504445.006321112
2018-08-08,14400.66,14564510.745891277
2018-08-09,14438.0,14602275.60050569
2018-08-10,14372.06,14535585.335018963
2018-08-13,14272.7,14435094.816687737
2018-08-14,14382.48,14546123.89380531
2018-08-16,14322.64,14485603.034134008
2018-08-17,14447.62,14612005.056890013
2018-08-20,14551.95,14717522.123893805
2018-08-21,14585.85,14751807.83817952
2018-08-23,14601.32,14767453.855878634
2018-08-24,14571.39,14737183.312262958
2018-08-27,14731.17,14898781.289506953
2018-08-28,14771.29,14939357.774968395
2018-08-29,14753.44,14921304.67762326
2018-08-30,14756.03,14923924.14664981
2018-08-31,14782.95,14951150.442477876
2018-09-03,14678.85,14845865.992414664
2018-09-04,14507.89,14672960.809102401
2018-09-05,14446.48,14610852.085967131
2018-09-06,14524.31,14689567.63590392
2018-09-07,14612.84,14779104.930467762
2018-09-10,14414.37,14578376.738305941
2018-09-11,14218.49,14380268.01517067
2018-09-12,14299.56,14462260.429835651
2018-09-14,14495.36,14660288.24273072
2018-09-17,14353.62,14516935.52465234
2018-09-18,14202.83,14364429.835651075
2018-09-19,14132.44,14293238.938053098
2018-09-21,13954.55,14113324.905183312
2018-09-24,13684.55,13840252.844500633
2018-09-25,13773.66,13930376.738305941
2018-09-26,13772.06,13928758.533501897
2018-09-27,13624.1,13779115.044247787
2018-09-28,13496.26,13649820.480404552
2018-10-01,13569.58,13723974.715549937
2018-10-03,13408.52,13561082.174462706
2018-10-04,13109.67,13258831.85840708
2018-10-05,12769.28,12914568.900126422
2018-10-08,12736.21,12881122.629582806
2018-10-09,12677.49,12821734.513274336
2018-10-10,12952.18,13099549.936788876
2018-10-11,12681.39,12825678.887484197
2018-10-12,12979.75,13127433.628318584
2018-10-15,13046.23,13194670.037926676
2018-10-16,13167.29,13317107.45891277
2018-10-17,12967.17,13114710.493046775
2018-10-19,12792.53,12938083.438685209
2018-10-22,12698.2,12842680.151706701
2018-10-23,12570.25,12713274.336283186
2018-10-24,12667.65,12811782.553729456
2018-10-25,12553.87,12696707.964601772
2018-10-26,12470.57,12612460.17699115
2018-10-29,12756.66,12901805.309734514
2018-10-30,12742.59,12887575.221238937
2018-10-31,12969.63,13117198.482932994
2018-11-01,12999.37,13147276.864728194
2018-11-02,13187.43,13337476.611883692
2018-11-05,13156.88,13306579.013906445
2018-11-06,13145.64,13295211.125158029
2018-11-07,13239.33,13389967.130214918
2018-11-09,13258.69,13409547.408343868
2018-11-12,13129.95,13279342.604298357
2018-11-13,13225.78,13376262.958280656
2018-11-14,13222.75,13373198.482932996
2018-11-15,13273.53,13424556.257901391
2018-11-16,13330.69,13482366.624525916
2018-11-19,13418.97,13571651.074589128
2018-11-20,13282.16,13433284.450063212
2018-11-21,13252.75,13403539.82300885
2018-11-22,13161.85,13311605.562579013
2018-11-26,13256.78,13407615.676359039
2018-11-27,13317.44,13468965.865992414
2018-11-28,13331.32,13483003.79266751
2018-11-29,13462.63,13615807.838179518
2018-11-30,13503.06,13656697.850821745
2018-12-03,13529.42,13683357.774968395
2018-12-04,13513.95,13667711.75726928
2018-12-05,13384.98,13537274.336283186
2018-12-06,13168.2,13318027.812895069
2018-12-07,13253.29,13404085.967130216
2018-12-10,12999.73,13147640.960809102
2018-12-11,13111.79,13260975.979772441
2018-12-12,13373.36,13525522.123893805
2018-12-13,13455.91,13609011.378002528
2018-12-14,13476.66,13629997.471554995
2018-12-17,13569.56,13723954.487989886
2018-12-18,13604.26,13759049.304677622
2018-12-19,13707.21,13863170.670037925
2018-12-20,13688.88,13844632.11125158
2018-12-21,13466.86,13620085.967130216
2018-12-24,13348.09,13499964.601769911
2018-12-26,13406.24,13558776.23261694
2018-12-27,13461.24,13614402.022756005
2018-12-28,13573.23,13727666.245259166
2018-12-31,13599.13,13753860.93552465
2019-01-01,13640.46,13795661.188369151
2019-01-02,13500.3,13653906.447534766
2019-01-03,13368.91,13521021.491782553
2019-01-04,13428.43,13581218.710493047
2019-01-07,13467.36,13620591.65613148
2019-01-08,13493.29,13646816.687737044
2019-01-09,13536.01,13690022.756005056
2019-01-10,13524.03,13677906.447534766
2019-01-11,13492.62,13646139.06447535
2019-01-14,13423.32,13576050.568900127
2019-01-15,13580.01,13734523.388116308
2019-01-16,13582.44,13736981.036662452
2019-01-17,13587.51,13742108.723135272
2019-01-18,13555.85,13710088.495575221
2019-01-21,13578.37,13732864.728192164
2019-01-22,13542.55,13696637.168141592
2019-01-23,13450.22,13603256.637168141
2019-01-24,13458.48,13611610.619469026
2019-01-25,13343.0,13494816.687737042
2019-01-28,13168.57,13318402.022756005
2019-01-29,13167.46,13317279.393173197
2019-01-30,13181.18,13331155.499367889
2019-01-31,13357.8,13509785.082174463
2019-02-01,13435.65,13588520.859671302
2019-02-04,13414.64,13567271.80783818
2019-02-05,13402.62,13555115.04424779
2019-02-06,13531.56,13685522.123893805
2019-02-07,13571.96,13726381.795195952
2019-02-08,13410.58,13563165.613147914
2019-02-11,13309.39,13460824.27307206
2019-02-12,13249.12,13399868.520859674
2019-02-13,13193.76,13343878.634639697
2019-02-14,13167.36,13317178.255372945
2019-02-15,13105.54,13254654.86725664
2019-02-18,12998.01,13145901.390644753
2019-02-19,12980.1,13127787.610619469
2019-02-20,13133.49,13282922.882427307
2019-02-21,13218.92,13369324.905183312
2019-02-22,13245.74,13396450.063211124
2019-02-25,13340.9,13492692.793931732
2019-02-26,13295.32,13446594.184576485
2019-02-27,13285.19,13436348.925410872
2019-02-28,13303.2,13454563.84323641
2019-03-01,13424.34,13577082.174462706
2019-03-05,13626.72,13781764.854614412
2019-03-06,13711.14,13867145.385587864
2019-03-07,13703.58,13859499.367888749
2019-03-08,13682.38,13838058.154235143
2019-03-11,13882.22,14040171.93426043
2019-03-12,14023.67,14183231.352718078
2019-03-13,14038.41,14198139.064475348
2019-03-14,14036.92,14196632.11125158
2019-03-15,14115.72,14276328.697850822
2019-03-18,14141.44,14302341.340075854
2019-03-19,14221.02,14382826.801517067
2019-03-20,14195.69,14357208.596713021
2019-03-22,14120.15,14280809.102402022
2019-03-25,13988.74,14147903.91908976
2019-03-26,14138.82,14299691.52970923
2019-03-27,14123.69,14284389.380530974
2019-03-28,14272.79,14435185.840707965
2019-03-29,14364.59,14528030.341340076
2019-04-01,14421.49,14585577.749683945
2019-04-02,14449.48,14613886.219974715
2019-04-03,14356.79,14520141.592920354
2019-04-04,14309.63,14472445.006321112
2019-04-05,14396.45,14560252.844500633
2019-04-08,14321.35,14484298.356510745
2019-04-09,14385.8,14549481.668773703
2019-04-10,14304.29,14467044.24778761
2019-04-11,14321.82,14484773.704171935
2019-04-12,14381.36,14544991.150442477
2019-04-15,14443.67,14608010.113780025
2019-04-16,14540.12,14705557.522123894
2019-04-18,14476.63,14641345.132743362
2019-04-22,14270.2,14432566.371681416
2019-04-23,14251.64,14413795.195954489
2019-04-24,14400.64,14564490.518331226
2019-04-25,14313.53,14476389.380530974
2019-04-26,14404.12,14568010.113780025
2019-04-30,14366.33,14529790.139064476
2019-05-02,14326.52,14489527.180783818
2019-05-03,14307.21,14469997.471554995
2019-05-06,14170.39,14331620.733249051
2019-05-07,14051.08,14210953.223767383
2019-05-08,13886.83,14044834.386852086
2019-05-09,13826.96,13984283.185840707
2019-05-10,13812.96,13970123.89380531
2019-05-13,13619.29,13774250.316055628
2019-05-14,13697.17,13853016.43489254
2019-05-15,13619.46,13774422.250316054
2019-05-16,13711.21,13867216.18204804
2019-05-17,13871.89,14029724.39949431
2019-05-20,14380.78,14544404.551201012
2019-05-21,14242.53,14404581.542351454
2019-05-22,14281.87,14444369.152970923
2019-05-23,14214.3,14376030.341340076
2019-05-24,14466.44,14631039.190897599
2019-05-27,14589.9,14755903.91908976
2019-05-28,14606.28,14772470.290771175
2019-05-29,14519.5,14684702.907711757
2019-05-30,14606.29,14772480.4045512
2019-05-31,14591.01,14757026.548672566
2019-06-03,14766.71,14934725.663716814
2019-06-04,14702.41,14869694.058154235
2019-06-06,14475.15,14639848.293299621
2019-06-07,14495.06,14659984.829329962
2019-06-10,14539.75,14705183.312262958
2019-06-11,14598.2,14764298.356510745
2019-06-12,14516.16,14681324.905183312
2019-06-13,14521.38,14686604.29835651
2019-06-14,14406.49,14570407.079646017
2019-06-17,14218.31,14380085.967130216
2019-06-18,14229.85,14391757.269279392
2019-06-19,14192.79,14354275.60050569
2019-06-20,14380.25,14543868.520859672
2019-06-21,14284.21,14446735.777496839
2019-06-24,14258.15,14420379.266750949
2019-06-25,14360.63,14524025.284450063
2019-06-26,14435.08,14599322.376738306
2019-06-27,14449.59,14613997.471554995
2019-06-28,14398.8,14562629.582806574
2019-07-01,14481.11,14645876.10619469
2019-07-02,14528.7,14694007.585335018
2019-07-03,14547.48,14713001.264222503
2019-07-04,14579.18,14745061.946902655
2019-07-05,14401.47,14565329.962073324
2019-07-08,14090.09,14250407.079646017
2019-07-09,14102.22,14262675.094816688
2019-07-10,14019.84,14179357.774968395
2019-07-11,14122.25,14282932.996207332
2019-07-12,14109.72,14270260.429835651
2019-07-15,14128.3,14289051.83312263
2019-07-16,14220.97,14382776.23261694
2019-07-17,14242.02,14404065.739570165
2019-07-18,14115.05,14275651.074589128
2019-07-19,13896.06,14054169.405815424
2019-07-22,13813.05,13970214.917825537
2019-07-23,13793.16,13950098.609355247
2019-07-24,13689.15,13844905.183312263
2019-07-25,13690.06,13845825.537294565
2019-07-26,13740.26,13896596.713021493
2019-07-29,13616.28,13771206.068268016
2019-07-30,13459.9,13613046.776232617
2019-07-31,13522.1,13675954.487989886
2019-08-01,13362.08,13514113.780025285
2019-08-02,13379.19,13531418.457648546
2019-08-05,13211.96,13362285.714285713
2019-08-06,13341.72,13493522.123893805
2019-08-07,13246.28,13396996.20733249
2019-08-08,13436.18,13589056.890012642
2019-08-09,13536.4,13690417.193426043
2019-08-13,13304.77,13456151.706700379
2019-08-14,13429.64,13582442.477876106
2019-08-16,13456.71,13609820.48040455
2019-08-19,13473.78,13627084.702907711
2019-08-20,13414.23,13566857.142857144
2019-08-21,13277.02,13428085.967130216
2019-08-22,13061.91,13210528.44500632
