symbol,company,series,face_value,purpose,ex_date,record_date,book_closure_start,book_closure_end,payment_date,remarks,source_file,source,purpose_normalized,is_dividend,is_bonus,is_split,is_consolidation,is_rights,is_structural,is_buyback,is_capital_reduction,is_meeting,is_interest,is_redemption,primary_class,dividend_amount,ratio_a,ratio_b,old_face_value_parsed,new_face_value_parsed,economic_event_count,multiple_event_types,needs_manual_review
PNB,Punjab National Bank,EQ,2.0,Interim Dividend Rs.10/- Per Share,2014-02-11,2014-02-12,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RS.10/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,10.0,,,,,1,False,False
RAJPALAYAM,Rajapalayam Mills Limited,EQ,10.0,Interim Dividend - Rs 5/- Per Share (Purpose Revised),2014-02-11,2014-02-12,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 5/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
SUPRAJIT,Suprajit Engineering Limited,EQ,1.0,Interim Dividend - Re 0.45/- Per Share,2014-02-11,2014-02-12,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RE 0.45/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.45,,,,,1,False,False
TAKE,TAKE Limited,EQ,1.0,Interim Dividend - Re 0.30/- Per Share,2014-02-11,2014-02-12,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RE 0.30/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.3,,,,,1,False,False
AMBUJACEM,Ambuja Cements Limited,EQ,2.0,Final Dividend Rs.2.20/- Per Share (Purpose Revised),2014-02-12,,2014-02-14,2014-02-21,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,FINAL DIVIDEND RS.2.20/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.2,,,,,1,False,False
DIGISPICE,DiGiSPICE Technologies Limited,EQ,3.0,Annual General Meeting/Dividend Rs 1.50 Per Share (Purpose Revised),2014-02-12,,2014-02-14,2014-02-20,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RS 1.50 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.5,,,,,1,False,False
GRAVITA,Gravita India Limited,EQ,2.0,Interim Dividend - Re 0.30/- Per Share,2014-02-12,2014-02-13,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RE 0.30/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.3,,,,,1,False,False
ORBTEXP,Orbit Exports Limited,EQ,10.0,Interim Dividend - Rs 2/- Per Share (Purpose Revised),2014-02-12,2014-02-13,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 2/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
TECHNO,Techno Electric & Engineering Company Limited,EQ,2.0,Interim Dividend Rs.2.50/- Per Share (Purpose Revised),2014-02-12,2014-02-13,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RS.2.50/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.5,,,,,1,False,False
ANTELOPUS,Antelopus Selan Energy Limited,EQ,10.0,Interim Dividend Rs.5/- Per Share (Purpose Revised),2014-02-13,2014-02-15,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RS.5/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
BHARATFORG,Bharat Forge Limited,EQ,2.0,Interim Dividend - Rs 2/- Per Share,2014-02-13,2014-02-14,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 2/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
CONCOR,Container Corporation of India Limited,EQ,5.0,Interim Dividend - Rs 7/- Per Share,2014-02-13,2014-02-14,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 7/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,7.0,,,,,1,False,False
CUMMINSIND,Cummins India Limited,EQ,2.0,Interim Dividend - Rs 5/- Per Share (Purpose Revised),2014-02-13,2014-02-15,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 5/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
DCMSHRIRAM,DCM Shriram Limited,EQ,2.0,Interim Dividend - Re 0.80/- Per Share,2014-02-13,2014-02-14,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RE 0.80/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.8,,,,,1,False,False
LUPIN,Lupin Limited,EQ,2.0,Interim Dividend - Rs 3/- Per Share,2014-02-13,2014-02-14,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 3/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.0,,,,,1,False,False
ORIENTCEM,Orient Cement Limited,EQ,1.0,Interim Dividend - Re 0.75/- Per Share,2014-02-13,2014-02-14,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RE 0.75/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.75,,,,,1,False,False
PRAJIND,Praj Industries Limited,EQ,2.0,Interim Dividend Re.0.60/- Per Share (Purpose Revised),2014-02-13,2014-02-14,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RE.0.60/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.6,,,,,1,False,False
RAJTV,Raj Television Network Limited,EQ,5.0,Interim Dividend - Re 0.50/- Per Share,2014-02-13,2014-02-14,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RE 0.50/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.5,,,,,1,False,False
SUNTV,Sun TV Network Limited,EQ,5.0,Third Interim Dividend - Rs 2.50/- Per Share (Purpose Revised),2014-02-13,2014-02-14,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,THIRD INTERIM DIVIDEND - RS 2.50/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.5,,,,,1,False,False
TUBEINVEST,Tube Investments of India Limited,EQ,2.0,Interim Dividend - Rs 1.50/- Per Share,2014-02-13,2014-02-14,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 1.50/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.5,,,,,1,False,False
WHEELS,Wheels India Limited,EQ,10.0,Rights 51:20 @ Premium Rs.390/- Per Equity Share,2014-02-13,2014-02-14,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,RIGHTS 51:20 @ PREMIUM RS.390/- PER EQUITY SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,51.0,20.0,,,1,False,False
ACCELYA,Accelya Solutions India Limited,EQ,10.0,Interim Dividend Rs 27/- Per Share,2014-02-14,2014-02-17,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RS 27/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,27.0,,,,,1,False,False
BLUEDART,Blue Dart Express Limited,EQ,10.0,Interim Dividend - Rs 35/- Per Share,2014-02-14,2014-02-17,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 35/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,35.0,,,,,1,False,False
SRF,SRF Limited,EQ,10.0,Ii Interim Dividend Rs.7/- Per Share (Purpose Revised),2014-02-14,2014-02-17,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,II INTERIM DIVIDEND RS.7/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,7.0,,,,,1,False,False
VIPIND,VIP Industries Limited,EQ,2.0,Interim Dividend Re.0.50/- Per Share (Purpose Revised),2014-02-14,2014-02-17,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RE.0.50/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.5,,,,,1,False,False
AMRUTANJAN,Amrutanjan Health Care Limited,EQ,1.0,Interim Dividend Re 1/- Per Share,2014-02-17,2014-02-19,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RE 1/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
DHANUKA,Dhanuka Agritech Limited,EQ,2.0,Interim Dividend Rs 2/- Per Share,2014-02-17,2014-02-18,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RS 2/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
GESHIP,The Great Eastern Shipping Company Limited,EQ,10.0,Interim Dividend - Rs 4/- Per Share,2014-02-17,2014-02-18,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 4/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,4.0,,,,,1,False,False
GREAVESCOT,Greaves Cotton Limited,EQ,2.0,Second Interim Dividend - Re 0.40/- Per Share (Purpose Revised),2014-02-17,2014-02-18,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,SECOND INTERIM DIVIDEND - RE 0.40/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.4,,,,,1,False,False
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,5.0,Third Interim Dividend Rs 1.40/- Per Share (Purpose Revised),2014-02-17,2014-02-18,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,THIRD INTERIM DIVIDEND RS 1.40/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.4,,,,,1,False,False
MMFL,MM Forgings Limited,EQ,10.0,Interim Dividend - Rs 2/- Per Share,2014-02-17,2014-02-18,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 2/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
NDL,Nandan Denim Limited,EQ,1.0,Interim Dividend - Re 0.60/- Per Share,2014-02-17,2014-02-18,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RE 0.60/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.6,,,,,1,False,False
NMDC,NMDC Limited,EQ,1.0,Ii Interim Dividend @ Rs.5.50/- Per Share (Purpose Revised),2014-02-17,2014-02-18,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,II INTERIM DIVIDEND @ RS.5.50/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.5,,,,,1,False,False
PAGEIND,Page Industries Limited,EQ,10.0,Interim Dividend - Rs 15/- Per Share (Purpose Revised),2014-02-17,2014-02-19,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 15/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,15.0,,,,,1,False,False
WOCKPHARMA,Wockhardt Limited,EQ,5.0,Interim Dividend - Rs 5/- Per Share,2014-02-17,2014-02-19,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 5/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
ASHOKA,Ashoka Buildcon Limited,EQ,5.0,Interim Dividend Re 0.70/- Per Share,2014-02-18,2014-02-20,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.70/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.7,,,,,1,False,False
HIKAL,Hikal Limited,EQ,2.0,Interim Dividend Rs 2/- Per Share,2014-02-18,2014-02-20,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RS 2/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
MANAPPURAM,Manappuram Finance Limited,EQ,2.0,Interim Dividend Re 0.45/- Per Share,2014-02-18,2014-02-20,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.45/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.45,,,,,1,False,False
SAIL,Steel Authority of India Limited,EQ,10.0,Interim Dividend - Rs 2.02/- Per Share (Purpose Revised),2014-02-18,2014-02-20,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 2.02/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.02,,,,,1,False,False
WELCORP,Welspun Corp Limited,EQ,5.0,Scheme Of Arrangement,2014-02-18,2014-02-20,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True
63MOONS,63 moons technologies limited,EQ,2.0,Third Interim Dividend Rs.2/- Per Share (Purpose Revised),2014-02-20,2014-02-21,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,THIRD INTERIM DIVIDEND RS.2/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
BAJAJCON,Bajaj Consumer Care Limited,EQ,1.0,Interim Dividend - Rs 6.50/- Per Share,2014-02-20,2014-02-21,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 6.50/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.5,,,,,1,False,False
BANCOINDIA,Banco Products (I) Limited,EQ,2.0,Interim Dividend Re 1.70/- Per Share,2014-02-20,2014-02-21,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RE 1.70/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.7,,,,,1,False,False
HEXAWARE,Hexaware Technologies Limited,EQ,2.0,Interim Dividend Rs 7.5/- Per Share,2014-02-20,2014-02-21,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RS 7.5/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,7.5,,,,,1,False,False
RECLTD,REC Limited,EQ,10.0,Interim Dividend - Rs 7.75/- Per Share (Purpose Revised),2014-02-20,2014-02-21,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND - RS 7.75/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,7.75,,,,,1,False,False
SHARONBIO,Sharon Bio-Medicine Limited,EQ,2.0,Bonus 1:1 / Face Value Split From 10/- To Face Value 2/-,2014-02-20,2014-02-21,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,BONUS 1:1 / FACE VALUE SPLIT FROM 10/- TO FACE VALUE 2/-,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,1.0,10.0,2.0,2,True,True
KTIL,Kesar Terminals & Infrastructure Limited,EQ,5.0,Interim Dividend Rs 1.50/- Per Share,2014-02-21,2014-02-24,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RS 1.50/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.5,,,,,1,False,False
PIIND,PI Industries Limited,EQ,1.0,Interim Dividend Re 0.50/- Per Share,2014-02-21,2014-02-24,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.50/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.5,,,,,1,False,False
HGS,Hinduja Global Solutions Limited,EQ,10.0,Second Interim Dividend Rs.5/- Per Share,2014-02-24,2014-02-25,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,SECOND INTERIM DIVIDEND RS.5/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
NATCOPHARM,Natco Pharma Limited,EQ,2.0,Interim Dividend Rs.5/- Per Share,2014-02-24,2014-02-25,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RS.5/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
HITECHGEAR,The Hi-Tech Gears Limited,EQ,10.0,Interim Dividend Re1/- Per Share,2014-02-25,2014-02-26,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RE1/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
IGARASHI,Igarashi Motors India Limited,EQ,10.0,Interim Dividend Re.1/- Per Share,2014-02-25,2014-02-26,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RE.1/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
INFINITE,Infinite Computer Solutions (India) Limited,EQ,10.0,Interim Dividend Rs.2/- Per Share,2014-02-25,2014-02-27,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RS.2/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
MPSLTD,MPS Limited,EQ,10.0,Third Interim Dividend Rs 7/- Per Share,2014-02-25,2014-02-26,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,THIRD INTERIM DIVIDEND RS 7/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,7.0,,,,,1,False,False
IDFC,IDFC Limited,HB,5000.0,Interest Payment,2014-02-26,2014-02-28,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTEREST PAYMENT,False,False,False,False,False,False,False,False,False,True,False,INTEREST,,,,,,0,False,False
KSCL,Kaveri Seed Company Limited,EQ,2.0,Interim Dividend Rs 2.40/- Per Share,2014-02-26,2014-02-28,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RS 2.40/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.4,,,,,1,False,False
PRECWIRE,Precision Wires India Limited,EQ,1.0,Interim Dividend Rs 4/- Per Share,2014-02-26,2014-02-28,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,INTERIM DIVIDEND RS 4/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,4.0,,,,,1,False,False
RSYSTEMS,R Systems International Limited,EQ,1.0,Face Value Split From Rs 10/- To Re 1/- Per Share,2014-02-26,2014-02-28,,,,,corporate_actions_20140201_20140228.json,NSE corporate actions API,FACE VALUE SPLIT FROM RS 10/- TO RE 1/- PER SHARE,False,False,True,False,False,False,False,False,False,False,False,SPLIT,,,,10.0,1.0,1,False,False
ZEEL,Zee Entertainment Enterprises Limited,EQ,1.0,Bonus Preference Shares 21:1,2014-03-03,2014-03-04,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,BONUS PREFERENCE SHARES 21:1,False,True,False,False,False,False,False,False,False,False,False,BONUS,,21.0,1.0,,,1,False,False
POWERGRID,Power Grid Corporation of India Limited,EQ,10.0,Interim Dividend Rs.1.27 Per Share(Purpose Revised),2014-03-04,2014-03-05,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTERIM DIVIDEND RS.1.27 PER SHARE(PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.27,,,,,1,False,False
CMAHENDRA,C. Mahendra Exports Limited,EQ,10.0,Interim Dividend Re 0.10/- Per Share,2014-03-05,2014-03-06,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.10/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.1,,,,,1,False,False
NATIONALUM,National Aluminium Company Limited,EQ,5.0,Interim Dividend - Rs 1.10/- Per Share (Purpose Revised),2014-03-05,2014-03-06,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTERIM DIVIDEND - RS 1.10/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.1,,,,,1,False,False
DWARKESH,Dwarikesh Sugar Industries Limited,EQ,1.0,Annual General Meeting,2014-03-06,,2014-03-10,2014-03-21,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
L&TINFRA,L&T Infrastructure Finance Company Limited,H5,1000.0,Interest Payment,2014-03-06,2014-03-07,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTEREST PAYMENT,False,False,False,False,False,False,False,False,False,True,False,INTEREST,,,,,,0,False,False
VESUVIUS,Vesuvius India Limited,EQ,1.0,Anniversary Special Dividend Re.1/- Per Share,2014-03-06,2014-03-08,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNIVERSARY SPECIAL DIVIDEND RE.1/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
PGHL,Procter & Gamble Health Limited,EQ,10.0,Annual General Meeting/Dividend - Rs 8.50/- Per Share,2014-03-10,,2014-03-12,2014-03-18,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,8.5,,,,,1,False,False
CRISIL,Crisil Limited,EQ,1.0,Annual General Meeting/Final Dividend Rs 4/- Per Share+Special Dividend Rs 6/- Per Share,2014-03-11,,2014-03-13,2014-03-14,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING/FINAL DIVIDEND RS 4/- PER SHARE+SPECIAL DIVIDEND RS 6/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,4.0,,,,,1,False,False
PSL,PSL Limited,EQ,10.0,Annual General Meeting,2014-03-11,,2014-03-13,2014-03-19,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SBIN,State Bank of India,EQ,1.0,Interim Dividend Rs 15 Per Share,2014-03-11,,2014-03-13,2014-03-17,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTERIM DIVIDEND RS 15 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,15.0,,,,,1,False,False
EICHERMOT,Eicher Motors Limited,EQ,1.0,Annual General Meeting/Dividend Rs 30/- Per Share,2014-03-12,,2014-03-14,2014-03-21,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RS 30/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,30.0,,,,,1,False,False
EASUNREYRL,Easun Reyrolle Limited,EQ,2.0,Rights 12:25 @ Premium Rs.57/- Per Equity Share,2014-03-13,2014-03-17,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,RIGHTS 12:25 @ PREMIUM RS.57/- PER EQUITY SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,12.0,25.0,,,1,False,False
IDFC,IDFC Limited,HD,5000.0,Interest Payment,2014-03-13,2014-03-14,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTEREST PAYMENT,False,False,False,False,False,False,False,False,False,True,False,INTEREST,,,,,,0,False,False
IL&FSTRANS,IL&FS Transportation Networks Limited,EQ,10.0,Rights 27:100 @ Premium Rs.90/- Per Equity Share,2014-03-13,2014-03-14,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,RIGHTS 27:100 @ PREMIUM RS.90/- PER EQUITY SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,27.0,100.0,,,1,False,False
NOIDATOLL,Noida Toll Bridge Company Limited,EQ,10.0,Interim Dividend Rs 1.50/- Per Share,2014-03-13,2014-03-14,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTERIM DIVIDEND RS 1.50/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.5,,,,,1,False,False
ORCHIDPHAR,Orchid Pharma Limited,EQ,10.0,Annual General Meeting,2014-03-13,,2014-03-15,2014-03-19,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
STAN,Standard Chartered PLC,DR,,Final Dividend,2014-03-13,2014-03-14,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,FINAL DIVIDEND,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,,,,,,1,False,True
METALFORGE,Metalyst Forgings Limited,EQ,10.0,Annual General Meeting And Dividend Re 1/- Per Share,2014-03-14,,2014-03-19,2014-03-21,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING AND DIVIDEND RE 1/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.0,,,,,1,False,False
PRIMESECU,Prime Securities Limited,EQ,5.0,Annual General Meeting,2014-03-14,,2014-03-19,2014-03-24,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
ARIHANT,Arihant Foundations & Housing Limited,EQ,10.0,Annual General Meeting,2014-03-19,,2014-03-21,2014-03-28,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
HAVELLS,Havells India Limited,EQ,1.0,Interim Dividend - Rs 5/- Per Share (Purpose Revised),2014-03-19,2014-03-20,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,INTERIM DIVIDEND - RS 5/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
TATAPOWER,Tata Power Company Limited,EQ,1.0,Rights 7:50 @ Premium Rs.59/- Per Equity Share,2014-03-19,2014-03-20,,,,,corporate_actions_20140301_20140331.json,NSE corporate actions API,RIGHTS 7:50 @ PREMIUM RS.59/- PER EQUITY SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,7.0,50.0,,,1,False,False
