symbol,company,series,face_value,purpose,ex_date,record_date,book_closure_start,book_closure_end,payment_date,remarks,source_file,source,purpose_normalized,is_dividend,is_bonus,is_split,is_consolidation,is_rights,is_structural,is_buyback,is_capital_reduction,is_meeting,is_interest,is_redemption,primary_class,dividend_amount,ratio_a,ratio_b,old_face_value_parsed,new_face_value_parsed,economic_event_count,multiple_event_types,needs_manual_review
LTFOODS,LT Foods Limited,EQ,1.0,Interim Dividend- Re 0.50 Per Share,2020-02-20,2020-02-24,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND- RE 0.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.5,,,,,1,False,False
MAZDA,Mazda Limited,EQ,2.0,Interim Dividend - Rs 7.5 Per Share,2020-02-20,2020-02-24,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 7.5 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,7.5,,,,,1,False,False
OIL,Oil India Limited,EQ,10.0,Interim Dividend - Rs 9 Per Share,2020-02-20,2020-02-24,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 9 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,9.0,,,,,1,False,False
AARTIIND,Aarti Industries Limited,EQ,5.0,Interim Dividend - Rs 2.5 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 2.5 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.5,,,,,1,False,False
APCOTEXIND,Apcotex Industries Limited,EQ,2.0,Interim Dividend - Rs 3 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 3 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.0,,,,,1,False,False
AVTNPL,AVT Natural Products Limited,EQ,1.0,Interim Dividend - Rs 0.25 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 0.25 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.25,,,,,1,False,False
BALAJITELE,Balaji Telefilms Limited,EQ,2.0,Interim Dividend - Rs 0.40 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 0.40 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.4,,,,,1,False,False
BALKRISIND,Balkrishna Industries Limited,EQ,2.0,Interim Dividend - Rs 16 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 16 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,16.0,,,,,1,False,False
BDL,Bharat Dynamics Limited,EQ,5.0,Interim Dividend - Rs 6.25 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 6.25 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.25,,,,,1,False,False
GOLDIAM,Goldiam International Limited,EQ,2.0,Interim Dividend - Rs 3 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 3 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.0,,,,,1,False,False
INFOBEAN,InfoBeans Technologies Limited,EQ,10.0,Interim Dividend - Re 1 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RE 1 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,2.0,Interim Dividend - Rs 10 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 10 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,10.0,,,,,1,False,False
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,5.0,Interim Dividend - Rs 1.50 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 1.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.5,,,,,1,False,False
NATCOPHARM,Natco Pharma Limited,EQ,2.0,Interim Dividend - Rs 3.5 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 3.5 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.5,,,,,1,False,False
PIIND,PI Industries Limited,EQ,1.0,Interim Dividend - Rs 3 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 3 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.0,,,,,1,False,False
SHREECEM,SHREE CEMENT LIMITED,EQ,10.0,Interim Dividend - Rs 110 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 110 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,110.0,,,,,1,False,False
SUNTV,Sun TV Network Limited,EQ,5.0,Interim Dividend-Rs 7.5 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND-RS 7.5 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,7.5,,,,,1,False,False
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,1.0,Interim Dividend - Rs 6 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 6 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.0,,,,,1,False,False
TDPOWERSYS,TD Power Systems Limited,EQ,1.0,Interim Dividend - Rs 1.50 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 1.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.5,,,,,1,False,False
VEEDOL,Veedol Corporation Limited,EQ,2.0,Interim Dividend - Rs 60 Per Share,2020-02-24,2020-02-25,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,INTERIM DIVIDEND - RS 60 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,60.0,,,,,1,False,False
