membership_symbol,identity_id,canonical_symbol,aliases,observed_in_prices
RVNL,ID_6f562d6a43d2,RVNL,RVNL,True
SADBHAV,ID_3ab96e047f06,SADBHAV,SADBHAV,True
SADBHIN,ID_ad198a5e24bd,SADBHIN,SADBHIN,True
SAFARI,ID_6f36f9a56539,SAFARI,SAFARI,True
SAGILITY,ID_a291e145db63,SAGILITY,SAGILITY,True
SAIL,ID_eb195e52d581,SAIL,SAIL,True
SAILIFE,ID_7de77334dd26,SAILIFE,SAILIFE,True
SAMMAANCAP,ID_ee8737f7d3ae,SAMMAANCAP,IBULHSGFIN;SAMMAANCAP,True
SANOFI,ID_8bf79d17527f,SANOFI,AVENTIS;HOECHST;SANOFI,True
SAPPHIRE,ID_addbc6ca2a7d,SAPPHIRE,SAPPHIRE,True
SARDAEN,ID_ddfa69897e0f,SARDAEN,SARDAEN,True
SAREGAMA,ID_0184f2288b8e,SAREGAMA,GRAMOPHONE;SAREGAMA,True
SBFC,ID_2ce8c282bb67,SBFC,SBFC,True
SBICARD,ID_9615b76139ea,SBICARD,SBICARD,True
SBILIFE,ID_a3beca99f04c,SBILIFE,SBILIFE,True
SBIN,ID_945a6d60ed51,SBIN,SBIN,True
SCHAEFFLER,ID_2c570c48c1a3,SCHAEFFLER,FAGBEARING;FAGPRECISN;SCHAEFFLER,True
SCHNEIDER,ID_9317448499dd,SCHNEIDER,SCHNEIDER,True
SCI,ID_9f5b9a081eee,SCI,SCI,True
SEQUENT,ID_1522b02fdcef,VIYASH,SEQUENT;VIYASH,True
SFCL,ID_fd9f757743fe,SFCL,SFCL,True
SFL,ID_241a079ff7bb,SFL,SFL,True
SGPC,ID_f0af75570a54,SGPC,SGPC,False
SHANKARA,ID_a6906035b383,SHANKARA,SHANKARA,True
SHARDACROP,ID_a1a64389b652,SHARDACROP,SHARDACROP,True
SHASUNPHAR,ID_ee0986a9fa70,SHASUNPHAR,SHASUNCHEM;SHASUNPHAR,True
SHILPAMED,ID_d0d2b251f69a,SHILPAMED,SHILPAMED,True
SHILPI,ID_9318c00979fe,SHILPI,SHILPI,True
SHK,ID_2a883f726604,SHK,SHK,True
SHOPERSTOP,ID_36d6dab2e584,SHOPERSTOP,SHOPERSTOP,True
SHREEASHTA,ID_2e7cba201f57,SHREEASHTA,SHREEASHTA,True
SHREECEM,ID_bd2d5462c25a,SHREECEM,SHREECEM,True
SHRIRAMCIT,ID_a9b386da8f14,SHRIRAMCIT,SHRIRAMCIT,True
SHRIRAMFIN,ID_b2f8ff1d4923,SHRIRAMFIN,SHRIRAMFIN;SRTRANSFIN,True
SHTV,ID_38d71649e6f5,SHTV,SHTV,False
SHYAMMETL,ID_83c23851dda2,SHYAMMETL,SHYAMMETL,True
SIEMENS,ID_e325d232238e,SIEMENS,SIEMENS,True
SIGNATURE,ID_37439ef71762,SIGNATURE,SIGNATURE,True
SIMPLEXINF,ID_c34419f70494,SIMPLEXINF,SIMPLEXCON;SIMPLEXINF,True
SINTEX,ID_df04cf1673cf,SINTEX,SINTEX,True
SIS,ID_1ee8902c464d,SIS,SIS,True
SITICABLE,ID_eb82dd2493e2,SITINET,SITICABLE;SITINET;WWIL,True
SITINET,ID_eb82dd2493e2,SITINET,SITICABLE;SITINET;WWIL,True
SJVN,ID_bc84b7cdc877,SJVN,SJVN,True
SKFINDIA,ID_e0be52036bbe,SKFINDIA,SKFBEARING;SKFINDIA,True
SKUMARSYNF,ID_fbf5b7aab20b,SKUMARSYNF,SKUMARSYNF,True
SMLISUZU,ID_51a32150a114,SMLMAH,SMLISUZU;SMLMAH;SWARAJMAZD,True
SNOWMAN,ID_c4fb326aa0ca,SNOWMAN,SNOWMAN,True
SOBHA,ID_d0c6a1802e57,SOBHA,SOBHA,True
SOLARA,ID_5a02bc036013,SOLARA,SOLARA,True
SOLARINDS,ID_3c83b174dde0,SOLARINDS,SOLAREX;SOLARINDS,True
SOMANYCERA,ID_6ec677820923,SOMANYCERA,SOMANYCERA;SPLLTD,True
SONACOMS,ID_71c3fb657d4f,SONACOMS,SONACOMS,True
SONASTEER,ID_5e20f9be11bf,JTEKTINDIA,JTEKTINDIA;SONASTEER,True
SONATSOFTW,ID_6cacf94e827c,SONATSOFTW,SONATSOFTW,True
SOUTHBANK,ID_f733f3fdca5d,SOUTHBANK,SOUTHBANK,True
SPANDANA,ID_2b67b9d6d059,SPANDANA,SPANDANA,True
SPARC,ID_d0fe9d8d49a4,SPARC,SPARC,True
SPICEJET,ID_629f896559e4,SPICEJET,MODILUFT;SPICEJET,True
SPLPETRO,ID_4c0b88242541,SPLPETRO,SPLPETRO,True
SPTL,ID_bbe43173bb60,SPTL,SPTL,True
SREINFRA,ID_89c9be6bc1a1,SREINFRA,SREINFRA;SREINTFIN,True
SRF,ID_1c99e19efe06,SRF,SRF,True
SRIPIPES,ID_562aef2517c7,SRIPIPES,LANCOIN;LANCOIND;SRIPIPES,True
STAR,ID_a3520cc6bc3f,STAR,STAR,True
STARCEMENT,ID_f46ec07cd467,STARCEMENT,STARCEMENT,True
STARHEALTH,ID_ee363555e402,STARHEALTH,STARHEALTH,True
STCINDIA,ID_9ba4cb18ea95,STCINDIA,STCINDIA,True
STLTECH,ID_df713ee83544,STLTECH,STLTECH;STROPTICAL;STRTECH,True
STRTECH,ID_df713ee83544,STLTECH,STLTECH;STROPTICAL;STRTECH,True
SUDARSCHEM,ID_24e0505dad1d,SUDARSCHEM,SUDARSCHEM,True
SUMICHEM,ID_4290318c1d5a,SUMICHEM,SUMICHEM,True
SUNCLAYLTD,ID_cd0f918f63d3,TVSHLTD,SUNCLAYLTD;TVSHLTD,True
SUNDARMFIN,ID_403e976ad5e6,SUNDARMFIN,SUNDARMFIN,True
SUNDRMFAST,ID_2f7c19698709,SUNDRMFAST,SUNDRMFAST,True
SUNPHARMA,ID_71527fbdeba7,SUNPHARMA,SUNPHARMA,True
SUNTECK,ID_29a937797f05,SUNTECK,SUNTECK,True
SUNTV,ID_c836d7252efd,SUNTV,SUNTV,True
SUPPETRO,ID_42cc1909f403,SUPPETRO,SUPPETRO,True
SUPRAJIT,ID_c71761891763,SUPRAJIT,SUPRAJIT,True
SUPREMEIND,ID_41b670a39859,SUPREMEIND,SUPREMEIND,True
SUVEN,ID_a647a6128d2f,SUVEN,SUVEN,True
SUVENPHAR,ID_f4d9ce3c7d28,COHANCE,COHANCE;SUVENPHAR,True
SUZLON,ID_91414aed6185,SUZLON,SUZLON,True
SWANCORP,ID_b819ad05df19,SWANCORP,SWANCORP;SWANENERGY,True
SWANENERGY,ID_b819ad05df19,SWANCORP,SWANCORP;SWANENERGY,True
SWARAJENG,ID_cfe489899750,SWARAJENG,SWARAJENG,True
SWIGGY,ID_a129e367fe09,SWIGGY,SWIGGY,True
SWSOLAR,ID_2fc1068ca254,SWSOLAR,SWSOLAR,True
SYMPHONY,ID_633e24331b2a,SYMPHONY,SYMPHONY,True
SYNDIBANK,ID_8ca49f3aae3e,SYNDIBANK,SYNDIBANK,True
SYNGENE,ID_918fa201aae6,SYNGENE,SYNGENE,True
SYRMA,ID_2c5886262220,SYRMA,SYRMA,True
TAKE,ID_06614e39f247,TAKE,TAKE,True
TANLA,ID_005de3d888bd,TANLA,TANLA,True
TARIL,ID_0a9b1857c5e1,TARIL,TARIL;TRIL,True
TASTYBITE,ID_183d35c51f74,TASTYBITE,TASTYBITE,True
TATACAP,ID_83de2b454d52,TATACAP,TATACAP,True
TATACHEM,ID_7f00bfef772a,TATACHEM,TATACHEM,True
TATACOFFEE,ID_3568bdc0273c,TATACOFFEE,CONSCOFFEE;TATACOFFEE,True
TATACOMM,ID_804c6c836ba5,TATACOMM,TATACOMM;VSNL,True
TATACONSUM,ID_b2e95a3e6266,TATACONSUM,TATACONSUM;TATAGLOBAL;TATATEA,True
TATAELXSI,ID_4c40d6219922,TATAELXSI,TATAELXSI,True
TATAINVEST,ID_490bbebbbba3,TATAINVEST,INVESTCORP;TATAINVEST,True
TATAPOWER,ID_a208667c973d,TATAPOWER,TATAPOWER,True
TATASPONGE,ID_3d82226309d6,TATASTLLP,IPITATASPO;TATASPONGE;TATASTLLP,True
TATASTEEL,ID_1213c332db9c,TATASTEEL,TATASTEEL;TISCO,True
TATASTLBSL,ID_320b606d2fc9,TATASTLBSL,BHUSANSTL;TATASTLBSL,True
TATASTLLP,ID_3d82226309d6,TATASTLLP,IPITATASPO;TATASPONGE;TATASTLLP,True
TATATECH,ID_21a9b0f2a72e,TATATECH,TATATECH,True
TBOTEK,ID_3281ca0e3def,TBOTEK,TBOTEK,True
TCI,ID_f530ce6ee4ba,TCI,TCI,True
TCIEXP,ID_356faab90137,TCIEXP,TCIEXP,True
TCNSBRANDS,ID_ecc857994b05,TCNSBRANDS,TCNSBRANDS,True
TCS,ID_da3d1c9907d4,TCS,TCS,True
TEAMLEASE,ID_a5e258519ce5,TEAMLEASE,TEAMLEASE,True
TECHM,ID_433ee580d94f,TECHM,TECHM,True
TECHNO,ID_7a1aa90ddcc2,TECHNO,TECHNO,True
TECHNOE,ID_3561b93f661d,TECHNOE,TECHNOE,True
TEGA,ID_2a9103b630f4,TEGA,TEGA,True
TEJASNET,ID_9c478c870fa2,TEJASNET,TEJASNET,True
TENNIND,ID_030dcd7fa668,TENNIND,TENNIND,True
TEXRAIL,ID_7fca6294e394,TEXRAIL,TEXRAIL,True
THELEELA,ID_a62b435b03e7,THELEELA,THELEELA,True
THERMAX,ID_78e29a5d9138,THERMAX,THERMAX,True
THOMASCOOK,ID_e7029ff55b81,THOMASCOOK,THOMASCOOK,True
THYROCARE,ID_322f73e671a3,THYROCARE,THYROCARE,True
TI,ID_7074cab60a1f,TI,TI,True
TIDEWATER,ID_855fb66f7734,VEEDOL,TIDEWATER;VEEDOL,True
TIFIN,ID_9ddadec1b3de,CHOLAHLDNG,CHOLAHLDNG;TIFIN,True
TIINDIA,ID_2f1d10a53893,TIINDIA,TIINDIA,True
TIMETECHNO,ID_6c8b750c12e8,TIMETECHNO,TIMETECHNO,True
TIMKEN,ID_16c62348fbb8,TIMKEN,TATATIMKEN;TIMKEN,True
TINPLATE,ID_83517eae9240,TINPLATE,TINPLATE,True
TITAGARH,ID_f55afe7df648,TITAGARH,TITAGARH;TWL,True
TITAN,ID_9dde95997918,TITAN,TITAN,True
TMB,ID_99f5083cdb7c,TMB,TMB,True
TMCV,ID_a3d3c3b51e38,TMCV,TMCV,True
TMPV,ID_33fc85be4fc0,TMPV,TATAMOTORS;TELCO;TMPV,True
TNPL,ID_2ea4ab7374af,TNPL,TNPL,True
TORNTPHARM,ID_1371a94648fa,TORNTPHARM,TORNTPHARM,True
TORNTPOWER,ID_7ad7c3dd71c6,TORNTPOWER,TORNTPOWER,True
TRAVELFOOD,ID_95dfdce8b1b9,TRAVELFOOD,TRAVELFOOD,True
TRENT,ID_3ce42c886db7,TRENT,LAKME;TRENT,True
TRIDENT,ID_81b712d66c4b,TRIDENT,ABSHEKINDS;TRIDENT,True
TRITURBINE,ID_d6ea9e13f8a5,TRITURBINE,TRITURBINE,True
TRIVENI,ID_b769af26721c,TRIVENI,TRIVENI,True
TTKPRESTIG,ID_f643d244a821,TTKPRESTIG,TTKPRESTIG,True
TTML,ID_abadff3cb6a4,TTML,HUGHESTELE;TATATELSER;TTML,True
TUBEINVEST,ID_3181e0b32c40,TUBEINVEST,TUBEINVEST,True
TULIP,ID_1824b90d44cd,TULIP,TULIP,True
TV18BRDCST,ID_5ec50b0e3996,TV18BRDCST,GBN;IBN18;TV18BRDCST,True
TVSMOTOR,ID_0d178e7d636a,TVSMOTOR,TVS-SUZUKI;TVSMOTOR,True
TVSSCS,ID_34cf0fb2c223,TVSSCS,TVSSCS,True
TVSSRICHAK,ID_1432ce911b1c,TVSSRICHAK,SRICHAKTYR;TVSSRICHAK,True
TVTODAY,ID_8dd5eb4caba0,TVTODAY,TVTODAY,True
UBHOLDINGS,ID_74d41596c6b0,UBHOLDINGS,UBHOLDINGS,True
UBL,ID_6562ec55d7d9,UBL,UBL,True
UCOBANK,ID_fb3449b5f44d,UCOBANK,UCOBANK,True
UFLEX,ID_b6e930ca9893,UFLEX,FLEX;UFLEX,True
UJJIVAN,ID_76b13c09f3c9,UJJIVAN,UJJIVAN,True
UJJIVANSFB,ID_f69ce9cc53f6,UJJIVANSFB,UJJIVANSFB,True
ULTRACEMCO,ID_b85030c8cdcf,ULTRACEMCO,ULTRACEMCO,True
UNICHEMLAB,ID_735966a522c2,UNICHEMLAB,UNICHEMLAB,True
UNIONBANK,ID_069d03ebd8c6,UNIONBANK,UNIONBANK,True
UNITDSPR,ID_5acd2580c770,UNITDSPR,MCDOWELL-N;UNITDSPR,True
UNITECH,ID_777d8aa0be64,UNITECH,UNITECH,True
UNITEDBNK,ID_ba8a157d528a,UNITEDBNK,UNITEDBNK,True
UNOMINDA,ID_2d3b9f5a86e5,UNOMINDA,MINDAIND;UNOMINDA,True
UPL,ID_0570a95a85bf,UPL,UNIPHOS;UPL,True
URBANCO,ID_315f80e9e4af,URBANCO,URBANCO,True
USHAMART,ID_185f5bd8e728,USHAMART,USHABEL;USHAMART,True
UTIAMC,ID_3eb0948e9a3e,UTIAMC,UTIAMC,True
VAIBHAVGBL,ID_983d157ee9a6,VAIBHAVGBL,VAIBHAVGBL;VAIBHAVGEM,True
VAKRANGEE,ID_74a1a6c87adf,VAKRANGEE,VAKRANGEE;VAKRANSOFT,True
VALIANTORG,ID_c1317121027c,VALIANTORG,VALIANTORG,True
VARROC,ID_a98b4cfbccde,VARROC,VARROC,True
VBL,ID_597de4925038,VBL,VBL,True
VEDL,ID_cf72a9e0b431,VEDL,SESAGOA;SSLT;VEDL,True
VENKEYS,ID_67de205d4831,VENKEYS,VENKEYS;WESTHATCH,True
VENTIVE,ID_961a59c6f2f3,VENTIVE,VENTIVE,True
VESUVIUS,ID_25218c8007df,VESUVIUS,VESUVIUS,True
VGUARD,ID_13ce926eaa50,VGUARD,VGUARD,True
VIJAYA,ID_6f97f0ffc6a8,VIJAYA,VIJAYA,True
VIJAYABANK,ID_4ae4822be2b5,VIJAYABANK,VIJAYABANK,True
VINATIORGA,ID_20885aa4a107,VINATIORGA,VINATIORGA,True
VIPIND,ID_2f929f232dde,VIPIND,VIPIND,True
VMART,ID_dc4c776d8be5,VMART,VMART,True
VMM,ID_a3c30af15440,VMM,VMM,True
VOLTAS,ID_df97c96ce036,VOLTAS,VOLTAS,True
VRLLOG,ID_863a4be94f34,VRLLOG,VRLLOG,True
VSTIND,ID_afda22e81654,VSTIND,VSTIND,True
VTL,ID_97e06f537839,VTL,MAHAVIRSPG;VTL,True
WAAREEENER,ID_7a12bc2ad4e1,WAAREEENER,WAAREEENER,True
WABAG,ID_64b38dd4d9f3,WABAG,VATECH;WABAG,True
WELCORP,ID_ea6c09074598,WELCORP,WELCORP;WELGUJ,True
WELSPUNLIV,ID_5e3d98ff954e,WELSPUNLIV,WELSPUNIND;WELSPUNLIV,True
WESTLIFE,ID_0eaf24cc844b,WESTLIFE,WESTLIFE,True
WHEELS,ID_c50a27a0d266,WHEELS,WHEELS,True
WHIRLPOOL,ID_59644932e34e,WHIRLPOOL,WHIRLPOOL,True
WIPRO,ID_0a5546424b23,WIPRO,WIPRO,True
WOCKPHARMA,ID_33f38d37d159,WOCKPHARMA,WOCKPHARMA,True
WONDERLA,ID_da04d1a92f81,WONDERLA,WONDERLA,True
WSTCSTPAPR,ID_fc2b76a1e5b1,WSTCSTPAPR,WSTCSTPAPR,True
YESBANK,ID_65492db310e5,YESBANK,YESBANK,True
ZEEL,ID_871aa158ce33,ZEEL,ZEEL;ZEETELE,True
ZEELEARN,ID_ba16b682d405,ZEELEARN,ZEELEARN,True
ZENSARTECH,ID_be37e0bebd32,ZENSARTECH,FUJITSICIM;ZENSARTECH,True
ZENTEC,ID_2303a3869130,ZENTEC,ZENTEC,True
ZFCVINDIA,ID_74e2202c93c3,ZFCVINDIA,WABCO-TVS;WABCOINDIA;ZFCVINDIA,True
ZODIACLOTH,ID_c234fe782882,ZODIACLOTH,ZODIACLOTH,True
ZYDUSLIFE,ID_324926fca882,ZYDUSLIFE,CADILAHC;ZYDUSLIFE,True
ZYDUSWELL,ID_1151fab7723f,ZYDUSWELL,ZYDUSWELL,True
