company_name,old_symbol,new_symbol,effective_date
NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad Fixed Tenure Fund V- Pl,RDAFVGDD,NDAFVGDD,2019-10-30
NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad Fixed Tenure Fund V- Pl,RDAFVGDG,NDAFVGDG,2019-10-30
NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad Fixed Tenure Fund V- Pl,RDAFVGDO,NDAFVGDO,2019-10-30
NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad Fixed Tenure Fund V- Pl,RDAFVGGO,NDAFVGGO,2019-10-30
NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad Fixed Tenure Fund XI (P,RDAXIEDD,NDAXIEDD,2019-10-30
NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad Fixed Tenure Fund XI (P,RDAXIEDDD,NDAXIEDDD,2019-10-30
NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad Fixed Tenure Fund XI (P,RDAXIEDDG,NDAXIEDDG,2019-10-30
NIPPON INDIA MUTUAL FUND- NIPPON INDIA Int.Fund-QIF-SI-IP-DP-DPO,RMFINQIDP1,NMFINQIDP1,2019-10-30
NIPPON INDIA MUTUAL FUND-NIPPON INDIA Dual Ad FTF XI Sr XI Plan B - GO,RDAXIBDG,NDAXIBDG,2019-10-30
NIPPON INDIA MUTUAL FUND-NIPPON INDIA Dual Ad FTF XI SrXI Plan B-DPDPO,RDAXIBDDD,NDAXIBDDD,2019-10-30
NIPPON INDIA MUTUAL FUND-NIPPON INDIA Int. Fund-AIF-SI - RP- DP - RO,RMFINARDR1,NMFINARDR1,2019-10-30
NIPPON INDIA MUTUAL FUND-NIPPON INDIA Int. Fund-QIF-SI-RP-DP-DPO,RMFINQRDP1,NMFINQRDP1,2019-10-30
NLC India Limited,NEYVELILIG,NLCINDIA,2016-08-04
NXTDIGITAL LIMITED,HINDUJATMT,HINDUJAVEN,2007-11-29
NXTDIGITAL LIMITED,HINDUJAVEN,NXTDIGITAL,2019-11-11
Nagreeka Exports Limited,NAGREKAEXP,NAGREEKA,2005-12-22
Nahar Poly Films Limited,NAHARINVST,NAHARPOLY,2011-06-15
Nahar Poly Films Limited,NAHAREXPOT,NAHARINVST,2007-11-01
Nalwa Sons Investments Limited,JSTRIPS,NSIL,2005-06-07
Nandan Denim Limited,NANDANEXIM,NDL,2013-11-21
Nandani Creation Limited,NANDANI,JAIPURKURT,2021-08-06
Nashik Municipal Corporation,0503260317,805NMC29,2026-03-09
National Bank For Financing Infrastructure And Development,725NBFID40,725NBFI40,2026-06-08
Navneet Education Limited,NAVNETPUBL,NAVNETEDUL,2013-09-19
Net 4 India Limited,NET4INDIA,NET4,2011-02-28
Netvista Information Technology Limited,KRAFTIND,NETVISTAIT,2000-08-09
Neueon Corporation Limited,NTL,NEUEON,2025-12-22
Neueon Towers Limited,SUJANATWR,NTL,2017-02-17
Next Mediaworks Limited,MID-DAY,NEXTMEDIA,2011-06-15
Nido Home Finance Limited,EHFLNCD,NIDO,2023-07-18
Nilkamal Limited,NILKAMPLST,NILKAMAL,2007-01-05
Nippon India Mutual Fund - ETF Nifty SDL - 2026 Maturity,NETFSDL26,SDL26BEES,2022-05-10
Nippon India Mutual Fund - Nippon India ETF 5 Year Gilt,NETFGILT5Y,GILT5YBEES,2022-05-10
Nippon India Mutual Fund - Nippon India Nifty Auto ETF,NETFAUTO,AUTOBEES,2022-05-10
Nippon India Mutual Fund - Nippon India Nifty Pharma ETF,NETFPHARMA,PHARMABEES,2022-05-10
Nippon India Mutual Fund - Nippon India Silver ETF,NETFSILVER,SILVERBEES,2022-05-10
Nippon India Mutual Fund-Nippon India ETF Nifty CPSE Bond Plus SDL-24,NCPSESDL24,SDL24BEES,2022-05-10
Nippon Life India Asset Management Limited,RNAM,NAM-INDIA,2020-01-23
Nippon Life India Asset Management Limited,NETFIT,ITBEES,2022-05-10
Noesis Industries Limited,MEDIA,MVLIND,2009-02-20
Noesis Industries Limited,MVLIND,NOESISIND,2014-06-04
NuCent Finance Limited,PRESSMAN,NUCENTFIN,2001-08-20
OCL India Limited,ORISSACEM,OCL,2004-09-15
OM INFRA LIMITED,OMMETALS,OMINFRAL,2021-02-10
ORIENT CERATECH LIMITED,ORIENTABRA,ORIENTCER,2023-07-31
ORTIN GLOBAL LIMITED,ORTINLAB,ORTINGLOBE,2024-09-03
Oberoi Realty Limited,OBEROIREAL,OBEROIRLTY,2010-12-10
Olectra Greentech Limited,GOLDTELE,GOLDINFRA,2008-02-29
Olectra Greentech Limited,GOLDINFRA,OLECTRA,2018-07-26
Onida Electronics Limited,MIRCELECTR,ONIDA,2026-06-19
Oracle Financial Services Software Limited,I-FLEX,OFSS,2008-09-18
Orchid Pharma Limited,ORCHIDCHEM,ORCHIDPHAR,2015-12-21
Orient Bell Limited,ORIENTCERA,ORIENTBELL,2012-04-17
Oriental Trimex Limited,OTL,ORIENTALTL,2009-12-17
Oswal Greentech Limited,BINDALAGRO,OSWALGREEN,2023-05-19
PAE Limited,PREMAUTOEL,PAEL,2005-11-23
PARAMPARA DAIRY DELIGHTS LIMITED,AMJUMBO,PARAMPARA,2026-01-23
PGIM India Dual Advantage Fund - Series 1 - DPG,DPRMDAD1,PGIMDAD1G,2019-08-22
PGIM India Dual Advantage Fund - Series 1 - DPQDPO,DPRMDAD3,PGIMDAD3D,2019-08-22
PGIM India Dual Advantage Fund - Series 1 - DPRDPO,DPRMDAD2,PGIMDAD2D,2019-08-22
PGIM India Dual Advantage Fund - Series 1 - RPADPO,DPRMDAAD,PGIMDAADD,2019-08-22
PGIM India Dual Advantage Fund - Series 1 - RPG,DPRMDAGP,PGIMDAGPG,2019-08-22
PGIM India Dual Advantage Fund - Series 1 - RPQDPO,DPRMDAQD,PGIMDAQDD,2019-08-22
PGIM India Dual Advantage Fund - Series 1 - RPRDPO,DPRMDADP,PGIMDADPD,2019-08-22
PGIM India Fixed Duration Fund - Series 31 - DPG,PRM1SD1,PGIM1SD1G,2019-08-22
PGIM India Fixed Duration Fund - Series 31 - RPDPO,PRM1SDP,PGIM1SDPD,2019-08-22
PGIM India Fixed Duration Fund - Series 31 - RPG,PRM1SGP,PGIM1SGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AA - DPG,DPRMAAD1,PGIMAAD1G,2019-08-22
PGIM India Fixed Duration Fund - Series AA - DPQDPO,DPRMAAD3,PGIMAAD3D,2019-08-22
PGIM India Fixed Duration Fund - Series AA - RPADPO,DPRMAAAD,PGIMAAADD,2019-08-22
PGIM India Fixed Duration Fund - Series AA - RPG,DPRMAAGP,PGIMAAGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AA - RPQDPO,DPRMAAQD,PGIMAAQDD,2019-08-22
PGIM India Fixed Duration Fund - Series AB - DPG,DPRMABD1,PGIMABD1G,2019-08-22
PGIM India Fixed Duration Fund - Series AB - RPADPO,DPRMABAD,PGIMABADD,2019-08-22
PGIM India Fixed Duration Fund - Series AB - RPG,DPRMABGP,PGIMABGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AB - RPQDPO,DPRMABQD,PGIMABQDD,2019-08-22
PGIM India Fixed Duration Fund - Series AB - RPRDPO,DPRMABDP,PGIMABDPD,2019-08-22
PGIM India Fixed Duration Fund - Series AC - DPADPO,DPRMACD4,PGIMACD4D,2019-08-22
PGIM India Fixed Duration Fund - Series AC - DPG,DPRMACD1,PGIMACD1G,2019-08-22
PGIM India Fixed Duration Fund - Series AC - DPRDPO,DPRMACD2,PGIMACD2D,2019-08-22
PGIM India Fixed Duration Fund - Series AC - RPADPO,DPRMACAD,PGIMACADD,2019-08-22
PGIM India Fixed Duration Fund - Series AC - RPG,DPRMACGP,PGIMACGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AC - RPQDPO,DPRMACQD,PGIMACQDD,2019-08-22
PGIM India Fixed Duration Fund - Series AC - RPRDPO,DPRMACDP,PGIMACDPD,2019-08-22
PGIM India Fixed Duration Fund - Series AE - DPADPO,DPRMAED4,PGIMAED4D,2019-08-22
PGIM India Fixed Duration Fund - Series AE - DPG,DPRMAED1,PGIMAED1G,2019-08-22
PGIM India Fixed Duration Fund - Series AE - RPADPO,DPRMAEAD,PGIMAEADD,2019-08-22
PGIM India Fixed Duration Fund - Series AE - RPG,DPRMAEGP,PGIMAEGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AE - RPRDPO,DPRMAEDP,PGIMAEDPD,2019-08-22
PGIM India Fixed Duration Fund - Series AF - DPADPO,DPRMFAD4,PGIMFAD4D,2019-08-22
PGIM India Fixed Duration Fund - Series AF - DPG,DPRMFAD1,PGIMFAD1G,2019-08-22
PGIM India Fixed Duration Fund - Series AF - RPADPO,DPRMFAAD,PGIMFAADD,2019-08-22
PGIM India Fixed Duration Fund - Series AF - RPG,DPRMFAGP,PGIMFAGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AF - RPQDPO,DPRMFAQD,PGIMFAQDD,2019-08-22
PGIM India Fixed Duration Fund - Series AG - DPG,DPRMAGD1,PGIMAGD1G,2019-08-22
PGIM India Fixed Duration Fund - Series AG - RPG,DPRMAGGP,PGIMAGGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AH - DPADPO,DPRMAHD4,PGIMAHD4D,2019-08-22
PGIM India Fixed Duration Fund - Series AH - DPG,DPRMAHD1,PGIMAHD1G,2019-08-22
PGIM India Fixed Duration Fund - Series AH - DPQDPO,DPRMAHD3,PGIMAHD3D,2019-08-22
PGIM India Fixed Duration Fund - Series AH - RPADPO,DPRMAHAD,PGIMAHADD,2019-08-22
PGIM India Fixed Duration Fund - Series AH - RPG,DPRMAHGP,PGIMAHGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AH - RPQDPO,DPRMAHQD,PGIMAHQDD,2019-08-22
PGIM India Fixed Duration Fund - Series AP - DPG,DPRMAPD1G,PGIMAPD1G,2019-08-22
PGIM India Fixed Duration Fund - Series AP - RPG,DPRMAPGPG,PGIMAPGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AP - RPSDPO,DPRMAPDPD,PGIMAPDPD,2019-08-22
PGIM India Fixed Duration Fund - Series AQ - DPG,DPRMAQD1G,PGIMAQD1G,2019-08-22
PGIM India Fixed Duration Fund - Series AQ - DPSDPO,DPRMAQD2D,PGIMAQD2D,2019-08-22
PGIM India Fixed Duration Fund - Series AQ - RPG,DPRMAQGPG,PGIMAQGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AR - DPG,DPRMARD1G,PGIMRAD1G,2019-08-22
PGIM India Fixed Duration Fund - Series AR - RPG,DPRMARGPG,PGIMRAGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AR - RPQDPO,DPRMARQDD,PGIMRAQDD,2019-08-22
PGIM India Fixed Duration Fund - Series AR - RPSDPO,DPRMARDPD,PGIMRADPD,2019-08-22
PGIM India Fixed Duration Fund - Series AT - DPG,DPRMATD1G,PGIMATD1G,2019-08-22
PGIM India Fixed Duration Fund - Series AT - RPG,DPRMATGPG,PGIMATGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AT - RPQDPO,DPRMATQDD,PGIMATQDD,2019-08-22
PGIM India Fixed Duration Fund - Series AT - RPSDPO,DPRMATDPD,PGIMATDPD,2019-08-22
PGIM India Fixed Duration Fund - Series AU - DPG,DPRMAUD1G,PGIMAUD1G,2019-08-22
PGIM India Fixed Duration Fund - Series AU - RPG,DPRMAUGPG,PGIMAUGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AU - RPQDPO,DPRMAUQDD,PGIMAUQDD,2019-08-22
PGIM India Fixed Duration Fund - Series AU - RPSDPO,DPRMAUDPD,PGIMAUDPD,2019-08-22
PGIM India Fixed Duration Fund - Series AY - DPG,DPRMAYD1G,PGIMAYD1G,2019-08-22
PGIM India Fixed Duration Fund - Series AY - RPG,DPRMAYGPG,PGIMAYGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AZ - DPG,DPRMAZD1G,PGIMAZD1G,2019-08-22
PGIM India Fixed Duration Fund - Series AZ - RPG,DPRMAZGPG,PGIMAZGPG,2019-08-22
PGIM India Fixed Duration Fund - Series AZ - RPSDPO,DPRMAZDPD,PGIMAZDPD,2019-08-22
PGIM India Fixed Duration Fund - Series BA - DPG,DPRMBAD1G,PGIMBAD1G,2019-08-22
PGIM India Fixed Duration Fund - Series BA - RPG,DPRMBAGPG,PGIMBAGPG,2019-08-22
PGIM India Fixed Duration Fund - Series BA - RPQDPO,DPRMBAQDD,PGIMBAQDD,2019-08-22
PGIM India Fixed Duration Fund - Series BA - RPSDPO,DPRMBADPD,PGIMBADPD,2019-08-22
PGIM India Fixed Duration Fund - Series BB - DPG,DPRMBBD1G,PGIMBBD1G,2019-08-22
PGIM India Fixed Duration Fund - Series BB - RPG,DPRMBBGPG,PGIMBBGPG,2019-08-22
PGIM India Fixed Duration Fund - Series BB - RPQDPO,DPRMBBQDD,PGIMBBQDD,2019-08-22
PGIM India Fixed Duration Fund - Series BB - RPSDPO,DPRMBBDPD,PGIMBBDPD,2019-08-22
PGIM India Fixed Duration Fund - Series BC - DPG,DPRMBCD1G,PGIMBCD1G,2019-08-22
PGIM India Fixed Duration Fund - Series BC - DPSDT,DPRMBCD2S,PGIMBCD2S,2019-08-22
PGIM India Fixed Duration Fund - Series BC - RPG,DPRMBCGPG,PGIMBCGPG,2019-08-22
PGIM India Fixed Duration Fund - Series BC - RPQDPO,DPRMBCQDD,PGIMBCQDD,2019-08-22
PGIM India Fixed Duration Fund - Series BC - RPSDPO,DPRMBCDPD,PGIMBCDPD,2019-08-22
PGIM India Fixed Duration Fund - Series BE - DPG,DPRMBED1G,PGIMBED1G,2019-08-22
PGIM India Fixed Duration Fund - Series BE - RPG,DPRMBEGPG,PGIMBEGPG,2019-08-22
PGIM India Fixed Duration Fund - Series BE - RPQDPO,DPRMBEQDD,PGIMBEQDD,2019-08-22
PGIM India Fixed Duration Fund - Series BE - RPSDPO,DPRMBEDPD,PGIMBEDPD,2019-08-22
PGIM India Large Cap Fund Series 2 - DPDPO,DWSLCFS2DD,PGIMC6D2D,2019-08-22
PGIM India Large Cap Fund Series 2 - DPG,DWSLCFS2DG,PGIMC6D1G,2019-08-22
PGIM India Large Cap Fund Series 2 - RPDPO,DWSLCFS2RD,PGIMC6DPD,2019-08-22
PGIM India Large Cap Fund Series 2 - RPG,DWSLCFS2RG,PGIMC6GPG,2019-08-22
PIL ITALICA LIFESTYLE LIMITED,PILIND,PILITA,2015-09-03
PSL Limited,PSLHOLD,PSL,2003-05-19
PVP Ventures Limited,SOFTSOLINT,PVP,2008-06-23
PVR INOX Limited,PVR,PVRINOX,2023-05-12
Paisalo Digital Limited,SEINV,PAISALO,2018-01-24
Palred Technologies Limited,FOURSOFT,PALRED,2014-01-16
Panasonic AVC Networks India Company Limited.,MTAL,PAVCI,2004-03-12
Parrys Sugar Industries Limited,GMRINDS,PARRYSUGAR,2010-12-02
Pearl Global Industries Limited,HOPFL,PGIL,2012-07-02
Peninsula Land Limited,MORARJESPG,MORAREALTY,2004-10-15
Peninsula Land Limited,MORAREALTY,PENINLAND,2006-06-09
Pharmacia Healthcare Limited,ABBOTTLAB,PHARMACIA,2003-03-24
Phoenix Lamps Limited,HALONIX,PHOENIXLL,2013-10-30
Phoenix Lamps Limited,PHOENIXLMP,HALONIX,2009-03-09
Piramal Enterprises Limited,PIRHEALTH,PEL,2012-09-21
Piramal Enterprises Limited,NICOLASPIR,PIRHEALTH,2008-06-19
Piramal Glass Limited,GUJGLASS,PIRGLASS,2008-05-12
Piramal Phytocare Limited,PIRLIFE,PIRPHYTO,2013-10-23
Pitti Engineering Limited,PITTILAM,PITTIENG,2018-06-06
Poonawalla Fincorp Limited,MAGMA,POONAWALLA,2021-08-05
Precot Limited,PRECOTMILL,PRECOT,2006-11-01
Premier Limited,PREMAUTO,PREMIER,2005-06-14
Pressman Advertising Limited,NUCENT,PRESSMN,2013-09-11
Pricol Limited,PREMINSTR,PRICOL,2005-08-16
Prism Johnson Limited,PRISMCEM,PRSMJOHNSN,2018-05-04
Privi Speciality Chemicals Limited,ADI,FAIRCHEM,2017-01-19
Privi Speciality Chemicals Limited,FAIRCHEM,PRIVISCL,2020-10-14
Procter & Gamble Health Limited,MERCK,PGHL,2019-06-11
Procter & Gamble Health Limited,EMERCK,MERCK,2007-11-05
Procter & Gamble Hygiene and Health Care Limited,P&G,PGHH,2004-07-07
Profectus Capital Private Limited,PCPL27,975PCPL27A,2026-07-03
Profectus Capital Private Limited,10157PCP24,10157PCP27,2025-04-02
Proseed India Limited,GREENFIRE,PROSEED,2018-07-18
Prozone Intu Properties Limited,PROZONE,PROZONECSC,2012-09-24
Prozone Intu Properties Limited,PROZONECSC,PROZONINTU,2014-10-07
Prozone Realty Limited,PROZONINTU,PROZONER,2023-08-04
Quintegra Solutions Limited,SOFFIASOFT,QUINTEGRA,2005-08-22
RHI MAGNESITA INDIA LTD,ORIENTREF,RHIM,2021-07-22
RPG Cables Limited,RPGTELECOM,RPGCABLES,2006-04-04
RPG Transmission Limited,SAELTD,RPGTLTD,2006-12-05
RPSG VENTURES LIMITED,CESCVENT,RPSGVENT,2021-02-01
RSWM Limited,RAJASSPG,RSWM,2006-09-01
Rain Industries Limited,RAINCOM,RAIN,2013-08-23
Rain Industries Limited,PRIYADCEM,RAINCOM,2008-03-03
Rane Holdings Limited,RANEMADRAS,RANEHOLDIN,2005-08-22
RattanIndia Enterprises Limited,IBIPL,RTNINFRA,2014-11-20
RattanIndia Enterprises Limited,RTNINFRA,RTNINDIA,2021-04-07
RattanIndia Power Limited,IBPOW,RTNPOWER,2014-11-20
Raymond Realty Limited,RRL,RAYMONDREL,2025-06-27
Reliance Broadcast Network Limited,RMEDIA,RBN,2010-08-20
Reliance Communications Limited,RCVL,RCOM,2006-06-30
Reliance Infrastructure Limited,REL,RELINFRA,2008-05-16
Reliance Infrastructure Limited,BSES,REL,2004-03-12
Reliance MediaWorks Limited,ADLABSFILM,RELMEDIA,2009-10-20
Reliance Naval and Engineering Limited,PIPAVAVYD,PIPAVAVDOC,2011-09-29
Reliance Naval and Engineering Limited,RDEL,RNAVAL,2017-09-18
Reliance Naval and Engineering Limited,PIPAVAVDOC,RDEL,2016-03-18
Renaissance Global Limited,RJL,RGL,2019-04-08
Renol Polychem Limited,RENOL,RNPL,2025-08-06
Revathi Equipment India Limited,REVATHIEQU,RVTH,2024-11-26
Roofit Industries Limited,RATNABLDG,ROOFITIND,1999-09-15
SBI-ETF Gold,SBIGETS,SETFGOLD,2015-11-24
SBI-ETF Nifty 50,SETFNIFTY,SETFNIF50,2015-11-24
SBI-ETF Nifty Bank,SETFBANK,SETFNIFBK,2015-11-24
SBI-ETF Nifty Next 50,SETFNIFJR,SETFNN50,2015-11-24
SECUREKLOUD TECHNOLOGIES LIMITED,8KMILES,SECURKLOUD,2021-01-20
SEJAL GLASS LIMITED,SEZAL,SEJAL,2021-08-16
SI Group - India Limited,SCHENHERD,SIGROUPIND,2006-11-28
SI Group - India Limited,HERDILCHEM,SCHENHERD,2006-04-04
SIGMA ADVANCED SYSTEMS LIMITED,MEGASOFT,SIGMAADV,2026-02-09
SIL Investments Limited,SUTLEJINDS,SILINV,2007-06-21
SKF India Limited,SKFBEARING,SKFINDIA,2004-10-20
SKIL Infrastructure Limited,HORIZONINF,SKIL,2014-03-24
SKIL Infrastructure Limited,HORIZONBAT,HORIZONINF,2008-02-22
SML Isuzu Limited,SWARAJMAZD,SMLISUZU,2011-01-17
SML Mahindra Limited,SMLISUZU,SMLMAH,2025-11-10
SONAM LIMITED,SONAMCLOCK,SONAMLTD,2023-11-15
SORIL Infra Resources Limited,IBRETAILS,STOREONE,2009-10-26
SORIL Infra Resources Limited,STOREONE,SORILINFRA,2017-01-10
SORIL Infra Resources Limited,PIRAMYDRET,IBRETAILS,2008-06-09
SOVEREIGN GOLD BONDS 2.50% JULY 2029 SR-IV 2021-22,SGBJUN29IV,SGBJUL29IV,2021-07-28
SPICEJET LTD,MODILUFT,SPICEJET,2019-08-19
SPML Infra Limited,SUBHASPROJ,SPMLINFRA,2010-05-14
SREI Infrastructure Finance Limited,SREINTFIN,SREINFRA,2010-07-21
SVOGL Oil Gas And Energy Limited,SHIV-VANI,SVOGL,2015-10-23
SWAN CORP LIMITED,SWANENERGY,SWANCORP,2025-09-04
Sagar Cements Limited,SAGARCEM,SAGCEM,2007-01-29
Sambhaav Media Limited,PERLENGINF,SAMBHAAV,2005-10-18
Sammaan Capital Limited,IBULHSGFIN,SAMMAANCAP,2024-07-26
Sammaan Capital Limited,IBULPP,SCLPP,2024-07-26
Sampann Utpadan India Limited,SEPOWER,SAMPANN,2023-08-23
Samvardhana Motherson International Limited,MOTHERSUMI,MOTHERSON,2022-06-09
Sanofi India Limited,HOECHST,AVENTIS,2003-05-19
Sanofi India Limited,AVENTIS,SANOFI,2012-07-11
Saregama India Limited,GRAMOPHONE,SAREGAMA,2001-08-20
Sastasundar Ventures Limited,MICROSEC,SASTASUNDR,2016-11-22
Sathavahana Ispat Limited,SATHVANISP,SATHAISPAT,2006-12-27
Savita Oil Technologies Limited,SAVITACHEM,SOTL,2009-08-24
Schaeffler India Limited,FAGPRECISN,FAGBEARING,2001-08-20
Schaeffler India Limited,FAGBEARING,SCHAEFFLER,2017-08-01
Seamec Limited,PEERLESHIP,SEAMECLTD,2001-08-20
Semac Construction Limited,REVATHI,SEMAC,2023-09-21
Setubandhan Infrastructure Limited,PRAKASHCON,SETUINFRA,2019-07-30
Sezal Glass Limited,SEJALGLASS,SEZALGLASS,2010-07-14
Shah Metacorp Limited,GAL,SHAH,2023-07-03
Shalimar Paints Limited,SHALMPAINT,SHALPAINTS,2008-03-03
Shasun Pharmaceuticals Limited,SHASUNCHEM,SHASUNPHAR,2011-01-28
Shekhawati Industries Limited,SPYL,SHEKHAWATI,2024-08-09
Shirpur Gold Refinery Limited,AGEEGOLD,SHIRPUR-G,2013-01-17
Shiva Texyarn Limited,ANAMALFIN,SHIVTEX,2004-01-22
Shreyas Shipping & Logistics Limited,SHREYASHIP,SHREYAS,2006-04-03
Shri Aster Silicates Limited,ASTERSILI,SHRIASTER,2014-02-03
Shriram Finance Limited,SRTRANSFIN,SHRIRAMFIN,2022-12-20
Simplex Infrastructures Limited,SIMPLEXCON,SIMPLEXINF,2005-12-21
Siti Networks Limited,SITICABLE,SITINET,2016-08-17
Siti Networks Limited,WWIL,SITICABLE,2012-10-03
Siyaram Silk Mills Limited,SIYARSILK,SIYSIL,2007-01-29
Small Industries Development Bank of India,768SIDBI27,768SID27,2026-09-11
Smartlink Holdings Limited,D-LINK,SMARTLINK,2009-07-29
Solar Industries India Limited,SOLAREX,SOLARINDS,2009-04-13
Somany Ceramics Limited,SPLLTD,SOMANYCERA,2007-03-21
Sovereign Gold Bonds 2.75% NOV 2023 Tr-I,GBNOV23,SBNOV23,2016-09-15
Sovereign Gold Bonds 2.75% NOV 2023 Tr-I,SBNOV23,SGBNOV23,2016-09-15
Spentex Industries Limited,SPENTXIND,SPENTEX,2006-12-20
Sri Havisha Hospitality and Infrastructure Limited,SHAKTIGAS,HAVISHA,2018-04-12
Srikalahasthi Pipes Limited,LANCOIND,LANCOIN,2007-08-28
Srikalahasthi Pipes Limited,LANCOIN,SRIPIPES,2014-12-17
Standard Engineering Technology Limited,SGLTL,SETL,2026-01-19
Stel Holdings Limited,SENTINEL,STEL,2011-11-08
Sterling Biotech Limited,STERLINTEA,STERLINBIO,2003-07-09
Sterlite Technologies Limited,STRTECH,STLTECH,2020-10-29
Sterlite Technologies Limited,STROPTICAL,STRTECH,2007-12-17
Styrenix Performance Materials Limited,INEOSSTYRO,STYRENIX,2023-01-20
Sudarshan Colorants India Limited,HEUBACHIND,SUDARCOLOR,2026-01-20
Sudarshan Colorants India Limited,CLNINDIA,HEUBACHIND,2023-03-10
Summit Securities Limited,KECINTL,KECINFRA,2006-02-21
Summit Securities Limited,KECINFRA,SUMMIT,2008-04-21
Sundrop Brands Limited,ATFL,SUNDROP,2025-03-28
Sunflag Iron And Steel Company Limited,SUNFLAGIRN,SUNFLAG,2005-09-29
Supreme Tex Mart Limited,SUPREMYARN,SUPREMETEX,2008-02-15
Surana Solar Limited,SURANAVEL,SURANASOL,2014-11-19
Surana Telecom and Power Limited,SURANATELE,SURANAT&P,2010-02-08
Swelect Energy Systems Limited,NUMERICPW,SWELECTES,2012-07-09
TATA CONSUMER PRODUCTS LIMITED,TATAGLOBAL,TATACONSUM,2020-02-27
TATA CONSUMER PRODUCTS LIMITED,TATATEA,TATAGLOBAL,2010-07-21
TGB Banquets And Hotels Limited,BHAGWATIHO,TGBHOTELS,2013-05-31
TITAGARH RAIL SYSTEMS LIMITED,TWL,TITAGARH,2023-06-19
TRANSWORLD SHIPPING LINES LIMITED,SHREYAS,TRANSWORLD,2024-10-23
TSF INVESTMENTS LIMITED,SUNDARMHLD,TSFINV,2025-10-16
TV18 Broadcast Limited,IBN18,TV18BRDCST,2011-07-19
TV18 Broadcast Limited,GBN,IBN18,2008-05-15
TVS Holdings Limited,SUNCLAYLTD,TVSHLTD,2023-08-10
TVS Motor Company Limited,TVS-SUZUKI,TVSMOTOR,2001-12-03
TVS Srichakra Limited,SRICHAKTYR,TVSSRICHAK,2007-02-13
Tarmat Limited,ROMAN,TARMAT,2012-09-12
Tata Coffee Limited,CONSCOFFEE,TATACOFFEE,2006-04-04
Tata Communications Limited,VSNL,TATACOMM,2008-02-25
Tata Investment Corporation Limited,INVESTCORP,TATAINVEST,2005-07-07
Tata Motors Limited,TELCO,TATAMOTORS,2003-12-26
Tata Motors Passenger Vehicles Limited,TATAMOTORS,TMPV,2025-10-24
Tata Steel Bsl Limited,BHUSANSTL,TATASTLBSL,2018-12-10
Tata Steel Limited,TISCO,TATASTEEL,2005-10-17
Tata Steel Long Products Limited,IPITATASPO,TATASPONGE,2004-02-11
Tata Steel Long Products Limited,TATASPONGE,TATASTLLP,2019-09-03
Tata Teleservices (Maharashtra) Limited,HUGHESTELE,TATATELSER,2003-06-25
Tata Teleservices (Maharashtra) Limited,TATATELSER,TTML,2005-01-14
Team India Guaranty Limited,TIMESGTY,TEAMGTY,2025-08-13
Teamo Productions HQ Limited,GISOLUTION,TPHQ,2023-10-20
Techindia Nirman Limited,NATHSEED,TECHIN,2014-10-31
Tembo Global Industries Limited,SAKETH,TEMBO,2020-04-13
Texmaco Infrastructure & Holdings Limited,TEXMACOLTD,TEXINFRA,2012-03-20
The Investment Trust Of India Limited,FORTUNEFIN,THEINVEST,2018-07-25
The Madras Aluminium Company Limited,MADRASALMN,MALCO,2007-04-12
The Ramco Cements Limited,MADRASCEM,RAMCOCEM,2013-09-30
Timken India Limited,TATATIMKEN,TIMKEN,2007-02-06
Tips Music Limited,TIPSINDLTD,TIPSMUSIC,2024-09-30
Tirupati Forge Limited,FORGE,TIRUPATIFL,2018-01-15
Torrent Power AEC Limited,AHMEDELEC,TORRENTAEC,2005-06-17
Torrent Power SEC Limited,SURATELEC,TORRENTSEC,2005-06-07
Transformers And Rectifiers (India) Limited,TRIL,TARIL,2024-08-26
Trent Limited,LAKME,TRENT,2004-06-07
Trident Limited,ABSHEKINDS,TRIDENT,2011-05-03
Trigyn Technologies Limited,LEADEDSYS,TRIGYN,2005-07-26
TruCap Finance Limited,DHANVARSHA,TRU,2022-09-01
Twamev Construction and Infrastructure Limited,TCLCONS,TICL,2025-02-07
UCAL LIMITED,UCALFUEL,UCAL,2023-07-26
UFLEX Limited,FLEX,UFLEX,2007-04-17
UMIYA BUILDCON LIMITED,MRO-TEK,UMIYA-MRO,2025-04-15
