symbol,company,series,face_value,purpose,ex_date,record_date,book_closure_start,book_closure_end,payment_date,remarks,source_file,source,purpose_normalized,is_dividend,is_bonus,is_split,is_consolidation,is_rights,is_structural,is_buyback,is_capital_reduction,is_meeting,is_interest,is_redemption,primary_class,dividend_amount,ratio_a,ratio_b,old_face_value_parsed,new_face_value_parsed,economic_event_count,multiple_event_types,needs_manual_review,repair_status,repair_reason,security_id,identity_match_method,is_nifty500_member_on_ex_date
3PLAND,3P Land Holdings Limited,EQ,2.0,Scheme Of Arrangement & Reconstruction,2016-02-11,2016-02-12,,,,,corporate_actions_20160201_20160229.json,NSE corporate actions API,SCHEME OF ARRANGEMENT & RECONSTRUCTION,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_8A9E44416971,UNIQUE_SYMBOL_HISTORY,False
AMJLAND,Amj Land Holdings Limited,EQ,2.0,Scheme Of Arrangement & Reconstruction,2016-02-11,2016-02-12,,,,,corporate_actions_20160201_20160229.json,NSE corporate actions API,SCHEME OF ARRANGEMENT & RECONSTRUCTION,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_784541B3BDE1,UNIQUE_SYMBOL_HISTORY,False
RAMASTEEL,Rama Steel Tubes Limited,EQ,1.0,Bonus 4:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2016-03-14,2016-03-15,,,,,corporate_actions_20160301_20160331.json,NSE corporate actions API,BONUS 4:1/FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 5/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,4.0,1.0,10.0,5.0,2,True,True,UNCHANGED,,NSE_B9C72391344C,ACTIVE_DATE_MATCH,False
CGPOWER,CG Power and Industrial Solutions Limited,EQ,2.0,Scheme Of Arrangement,2016-03-15,2016-03-16,,,,,corporate_actions_20160301_20160331.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_812A4A064978,UNIQUE_SYMBOL_HISTORY,False
SPARC,Sun Pharma Advanced Research Company Limited,EQ,1.0,Rights 5: 116 At Premium Rs 244/- Per Share,2016-03-16,2016-03-17,,,,,corporate_actions_20160301_20160331.json,NSE corporate actions API,RIGHTS 5: 116 AT PREMIUM RS 244/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,5.0,116.0,,,1,False,False,UNCHANGED,,NSE_2BB23E58EEE2,ACTIVE_DATE_MATCH,True
VEEDOL,Veedol Corporation Limited,EQ,2.0,Bonus 1:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2016-03-16,2016-03-17,,,,,corporate_actions_20160301_20160331.json,NSE corporate actions API,BONUS 1:1/FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 5/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,1.0,10.0,5.0,2,True,True,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
GRANDFONRY,Grand Foundry Limited,EQ,10.0,Capital Reduction -  From Rs 10/- To Rs 4/- Per Share,2016-03-21,2016-03-22,,,,,corporate_actions_20160301_20160331.json,NSE corporate actions API,CAPITAL REDUCTION - FROM RS 10/- TO RS 4/- PER SHARE,False,False,False,False,False,False,False,True,False,False,False,CAPITAL_REDUCTION,,,,10.0,4.0,1,False,True,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
IDFCFIRSTB,IDFC First Bank Limited,H7,5000.0,Interest Payment/ Buyback,2016-03-22,2016-03-25,,,,,corporate_actions_20160301_20160331.json,NSE corporate actions API,INTEREST PAYMENT/ BUYBACK,False,False,False,False,False,False,True,False,False,True,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D35374D82BA3,UNIQUE_SYMBOL_HISTORY,False
IDFCFIRSTB,IDFC First Bank Limited,H8,5000.0,Payment Of Amt Of Buyback,2016-03-22,2016-03-25,,,,,corporate_actions_20160301_20160331.json,NSE corporate actions API,PAYMENT OF AMT OF BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D35374D82BA3,UNIQUE_SYMBOL_HISTORY,False
SABTN,Sri Adhikari Brothers Television Network Limited,EQ,10.0,Composite Scheme Of Amalgamation And Arrangement,2016-03-22,2016-03-23,,,,,corporate_actions_20160301_20160331.json,NSE corporate actions API,COMPOSITE SCHEME OF AMALGAMATION AND ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_94F209F2848C,ACTIVE_DATE_MATCH,False
MOHITIND,Mohit Industries Limited,EQ,10.0,Scheme Of Arrangement In The Nature Of Demerger,2016-03-30,2016-03-31,,,,,corporate_actions_20160301_20160331.json,NSE corporate actions API,SCHEME OF ARRANGEMENT IN THE NATURE OF DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_97882FF61A2B,ACTIVE_DATE_MATCH,False
SMARTLINK,Smartlink Holdings Limited,EQ,2.0,Buyback Of Shares,2016-04-28,2016-04-29,,,,,corporate_actions_20160401_20160430.json,NSE corporate actions API,BUYBACK OF SHARES,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_2FFC24565555,ACTIVE_DATE_MATCH,False
WIPRO,Wipro Limited,EQ,2.0,Buyback Of Shares,2016-05-05,2016-05-06,,,,,corporate_actions_20160501_20160531.json,NSE corporate actions API,BUYBACK OF SHARES,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_060294DF8B9D,ACTIVE_DATE_MATCH,True
FEL,Future Enterprises Limited,EQ,2.0,Scheme Of Arrangement,2016-05-11,2016-05-12,,,,,corporate_actions_20160501_20160531.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_EF0E9934D1DE,UNIQUE_SYMBOL_HISTORY,False
FELDVR,Future Enterprises Limited,EQ,2.0,Scheme Of Arrangement,2016-05-11,2016-05-12,,,,,corporate_actions_20160501_20160531.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_FEB436988103,UNIQUE_SYMBOL_HISTORY,False
JINDALPHOT,Jindal Photo Limited,EQ,10.0,Scheme Of Arrangement,2016-05-12,2016-05-13,,,,,corporate_actions_20160501_20160531.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_B5D2597A21BC,ACTIVE_DATE_MATCH,False
INDUSTOWER,Indus Towers Limited,EQ,10.0,Buy-Back Of Shares,2016-06-15,2016-06-16,,,,,corporate_actions_20160601_20160630.json,NSE corporate actions API,BUY-BACK OF SHARES,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_EC4644B51BC9,UNIQUE_SYMBOL_HISTORY,True
SINTEX,Sintex Industries Limited,EQ,1.0,Dividend - Re 0.70/- Per Share/ Right 26:151,2016-08-08,2016-08-09,,,,,corporate_actions_20160801_20160831.json,NSE corporate actions API,DIVIDEND - RE 0.70/- PER SHARE/ RIGHT 26:151,True,False,False,False,True,False,False,False,False,False,False,RIGHTS,0.7,26.0,151.0,,,2,True,True,UNCHANGED,,NSE_7F1FE9599769,ACTIVE_DATE_MATCH,True
KTIL,Kesar Terminals & Infrastructure Limited,EQ,5.0,Bonus 1:25/ Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2016-08-11,2016-08-13,,,,,corporate_actions_20160801_20160831.json,NSE corporate actions API,BONUS 1:25/ FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 5/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,25.0,10.0,5.0,2,True,True,UNCHANGED,,NSE_E62BD5FD4A8A,ACTIVE_DATE_MATCH,False
JINDALSAW,Jindal Saw Limited,EQ,1.0,Scheme Of Arrangement,2016-08-25,2016-08-27,,,,,corporate_actions_20160801_20160831.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_D5AEC8D4EBC0,ACTIVE_DATE_MATCH,False
TCI,Transport Corporation of India Limited,EQ,2.0,Scheme Of Arrangement,2016-08-26,2016-08-29,,,,,corporate_actions_20160801_20160831.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_B7616A734F2C,ACTIVE_DATE_MATCH,False
BAJFINANCE,Bajaj Finance Limited,EQ,1.0,Bonus 1:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,2016-09-08,2016-09-10,,,,,corporate_actions_20160901_20160930.json,NSE corporate actions API,BONUS 1:1/FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,1.0,10.0,2.0,2,True,True,UNCHANGED,,NSE_509E811DE5D8,ACTIVE_DATE_MATCH,True
COALINDIA,Coal India Limited,EQ,10.0,Buyback Of Shares,2016-09-08,2016-09-09,,,,,corporate_actions_20160901_20160930.json,NSE corporate actions API,BUYBACK OF SHARES,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D532036F191F,ACTIVE_DATE_MATCH,True
CREST,Crest Ventures Limited,EQ,10.0,Rights 1:2@Prem Rs 40,2016-09-15,2016-09-16,,,,,corporate_actions_20160901_20160930.json,NSE corporate actions API,RIGHTS 1:2@PREM RS 40,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,2.0,,,1,False,False,UNCHANGED,,NSE_C75348EDFF3D,ACTIVE_DATE_MATCH,False
MANDHANA,Mandhana Industries Limited,EQ,10.0,Scheme Of Demerger,2016-09-22,2016-09-23,,,,,corporate_actions_20160901_20160930.json,NSE corporate actions API,SCHEME OF DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_016878F56F2B,ACTIVE_DATE_MATCH,False
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,5.0,Bonus 1:3/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2016-10-10,2016-10-13,,,,,corporate_actions_20161001_20161031.json,NSE corporate actions API,BONUS 1:3/FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 5/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,3.0,10.0,5.0,2,True,True,UNCHANGED,,NSE_4E27A558622E,UNIQUE_SYMBOL_HISTORY,True
CNOVAPETRO,CIL Nova Petrochemicals Limited,EQ,10.0,Rights  1:1 @ Premium Rs 4.50 Per Share,2016-10-24,2016-10-25,,,,,corporate_actions_20161001_20161031.json,NSE corporate actions API,RIGHTS 1:1 @ PREMIUM RS 4.50 PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,1.0,,,1,False,False,UNCHANGED,,NSE_2C0B09EF3BEE,ACTIVE_DATE_MATCH,False
KTKBANK,The Karnataka Bank Limited,EQ,10.0,Rights 1:2 @ Premium Rs 60/- Per Share,2016-10-24,2016-10-25,,,,,corporate_actions_20161001_20161031.json,NSE corporate actions API,RIGHTS 1:2 @ PREMIUM RS 60/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,2.0,,,1,False,False,UNCHANGED,,NSE_833D2F2B9358,ACTIVE_DATE_MATCH,True
ORIENTPPR,Orient Paper & Industries Limited,EQ,1.0,Rights 1:28 @ Prem Rs 67/- Per Share,2016-11-18,2016-11-21,,,,,corporate_actions_20161101_20161130.json,NSE corporate actions API,RIGHTS 1:28 @ PREM RS 67/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,28.0,,,1,False,False,UNCHANGED,,NSE_D264BCACFEAD,ACTIVE_DATE_MATCH,False
SUNILHITEC,Sunil Hitech Engineers Limited,EQ,1.0,Bonus 1:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,2016-12-01,2016-12-03,,,,,corporate_actions_20161201_20161231.json,NSE corporate actions API,BONUS 1:1/FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,1.0,10.0,1.0,2,True,True,UNCHANGED,,NSE_2BEBD6F981C2,ACTIVE_DATE_MATCH,False
IDFCFIRSTB,IDFC First Bank Limited,HA,5000.0,Buyback,2016-12-08,2016-12-09,,,,,corporate_actions_20161201_20161231.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D35374D82BA3,UNIQUE_SYMBOL_HISTORY,True
IDFCFIRSTB,IDFC First Bank Limited,H9,5000.0,Interest Payement/Buyback,2016-12-08,2016-12-09,,,,,corporate_actions_20161201_20161231.json,NSE corporate actions API,INTEREST PAYEMENT/BUYBACK,False,False,False,False,False,False,True,False,False,True,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D35374D82BA3,UNIQUE_SYMBOL_HISTORY,True
HEXAWARE,Hexaware Technologies Limited,EQ,2.0,Buyback,2017-01-05,2017-01-06,,,,,corporate_actions_20170101_20170131.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_5813C47C6758,ACTIVE_DATE_MATCH,True
SASKEN,Sasken Technologies Limited,EQ,10.0,Buyback,2017-01-05,2017-01-06,,,,,corporate_actions_20170101_20170131.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_0B5AA674D91D,ACTIVE_DATE_MATCH,False
VARDHACRLC,Vardhman Acrylics Limited,EQ,10.0,Buyback,2017-01-12,2017-01-13,,,,,corporate_actions_20170101_20170131.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_7298E07B11B6,ACTIVE_DATE_MATCH,False
APARINDS,Apar Industries Limited,EQ,10.0,Buyback,2017-01-19,2017-01-20,,,,,corporate_actions_20170101_20170131.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_05F316A71726,ACTIVE_DATE_MATCH,True
ORBTEXP,Orbit Exports Limited,EQ,10.0,Bonus 1:1/Interim Dividend Rs 2/- Per Share (Purpose Revised),2017-02-14,2017-02-15,,,,,corporate_actions_20170201_20170228.json,NSE corporate actions API,BONUS 1:1/INTERIM DIVIDEND RS 2/- PER SHARE (PURPOSE REVISED),True,True,False,False,False,False,False,False,False,False,False,BONUS,2.0,1.0,1.0,,,2,True,True,UNCHANGED,,NSE_133842A898AC,ACTIVE_DATE_MATCH,False
SOUTHBANK,The South Indian Bank Limited,EQ,1.0,Rights 1:3 @ Premium Rs 13/- Per Share,2017-02-16,2017-02-17,,,,,corporate_actions_20170201_20170228.json,NSE corporate actions API,RIGHTS 1:3 @ PREMIUM RS 13/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,3.0,,,1,False,False,UNCHANGED,,NSE_A80DD1EFE223,ACTIVE_DATE_MATCH,True
CANBK,Canara Bank,EQ,2.0,Rights 1:10 @ Prem Rs 197/- Per Share,2017-02-17,2017-02-20,,,,,corporate_actions_20170201_20170228.json,NSE corporate actions API,RIGHTS 1:10 @ PREM RS 197/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,10.0,,,1,False,False,UNCHANGED,,NSE_A08F17915A97,ACTIVE_DATE_MATCH,True
NHPC,NHPC Limited,EQ,10.0,Buyback,2017-02-17,2017-02-20,,,,,corporate_actions_20170201_20170228.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_11AC767B4B31,ACTIVE_DATE_MATCH,True
IDFCFIRSTB,IDFC First Bank Limited,HB,5000.0,Interest Payment/Buyback,2017-03-02,2017-03-03,,,,,corporate_actions_20170301_20170331.json,NSE corporate actions API,INTEREST PAYMENT/BUYBACK,False,False,False,False,False,False,True,False,False,True,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D35374D82BA3,UNIQUE_SYMBOL_HISTORY,True
KINGFA,Kingfa Science & Technology (India) Limited,EQ,10.0,Rights 18:91 @ Prem Rs 740,2017-03-09,2017-03-10,,,,,corporate_actions_20170301_20170331.json,NSE corporate actions API,RIGHTS 18:91 @ PREM RS 740,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,18.0,91.0,,,1,False,False,UNCHANGED,,NSE_BF6EC3D3C68B,ACTIVE_DATE_MATCH,False
PTL,PTL Enterprises Limited,EQ,1.0,Scheme Of Arrangement,2017-03-27,2017-03-29,,,,,corporate_actions_20170301_20170331.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_C8106F8694C9,ACTIVE_DATE_MATCH,False
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10.0,Rights 1:4 @ Premium Rs 282/-,2017-03-30,2017-03-31,,,,,corporate_actions_20170301_20170331.json,NSE corporate actions API,RIGHTS 1:4 @ PREMIUM RS 282/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,4.0,,,1,False,False,UNCHANGED,,NSE_57304F91501D,ACTIVE_DATE_MATCH,True
MPHASIS,MphasiS Limited,EQ,10.0,Buyback,2017-03-30,2017-03-31,,,,,corporate_actions_20170301_20170331.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D3E18AD37B1B,ACTIVE_DATE_MATCH,True
OIL,Oil India Limited,EQ,10.0,Buyback,2017-04-03,2017-04-05,,,,,corporate_actions_20170401_20170430.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_EA1AF0D86D36,ACTIVE_DATE_MATCH,True
VSSL,Vardhman Special Steels Limited,EQ,10.0,Rights 2:3 @ Premium Rs 40/-,2017-04-07,2017-04-10,,,,,corporate_actions_20170401_20170430.json,NSE corporate actions API,RIGHTS 2:3 @ PREMIUM RS 40/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,2.0,3.0,,,1,False,False,UNCHANGED,,NSE_372D70A3CB9D,ACTIVE_DATE_MATCH,False
BEARDSELL,Beardsell Limited,EQ,2.0,Bonus 1:5/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,2017-05-04,2017-05-05,,,,,corporate_actions_20170501_20170531.json,NSE corporate actions API,BONUS 1:5/FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,5.0,10.0,2.0,2,True,True,UNCHANGED,,NSE_C37DE013F08B,ACTIVE_DATE_MATCH,False
TCS,Tata Consultancy Services Limited,EQ,1.0,Buyback,2017-05-05,2017-05-08,,,,,corporate_actions_20170501_20170531.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_DBD0EB2724E0,ACTIVE_DATE_MATCH,True
MARATHON,Marathon Nextgen Realty Limited,EQ,5.0,Buyback,2017-05-11,2017-05-12,,,,,corporate_actions_20170501_20170531.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_2AD03063DBF3,ACTIVE_DATE_MATCH,False
HCLTECH,HCL Technologies Limited,EQ,2.0,Buyback/Interim Dividend Rs 6/- Per Share (Purpose Revised),2017-05-24,2017-05-25,,,,,corporate_actions_20170501_20170531.json,NSE corporate actions API,BUYBACK/INTERIM DIVIDEND RS 6/- PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,True,False,False,False,False,DIVIDEND,6.0,,,,,2,True,True,UNCHANGED,,NSE_E50226C18398,ACTIVE_DATE_MATCH,True
HINDCOMPOS,Hindustan Composites Limited,EQ,5.0,Bonus 1:2/Face Value Split (Sub-Division) From Rs 10 Per Share To Rs 5 Per Share,2017-05-25,2017-05-26,,,,,corporate_actions_20170501_20170531.json,NSE corporate actions API,BONUS 1:2/FACE VALUE SPLIT (SUB-DIVISION) FROM RS 10 PER SHARE TO RS 5 PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,2.0,10.0,5.0,2,True,True,UNCHANGED,,NSE_7147F37D66F5,ACTIVE_DATE_MATCH,False
SINTEX,Sintex Industries Limited,EQ,1.0,Scheme Of Arrangement,2017-05-25,2017-05-26,,,,,corporate_actions_20170501_20170531.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_7F1FE9599769,ACTIVE_DATE_MATCH,False
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,1.0,Buyback,2017-06-01,2017-06-02,,,,,corporate_actions_20170601_20170630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_3FEBC275AA7F,ACTIVE_DATE_MATCH,True
RGL,Renaissance Global Limited,EQ,2.0,Buyback,2017-06-09,2017-06-12,,,,,corporate_actions_20170601_20170630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_070598D66DB3,UNIQUE_SYMBOL_HISTORY,False
OMKARCHEM,Omkar Speciality Chemicals Limited,EQ,10.0,Scheme Of Arrangement,2017-06-12,2017-06-13,,,,,corporate_actions_20170601_20170630.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_4FAD6C9DE66F,ACTIVE_DATE_MATCH,False
KSCL,Kaveri Seed Company Limited,EQ,2.0,Buyback,2017-06-15,2017-06-16,,,,,corporate_actions_20170601_20170630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_8B27DC002544,ACTIVE_DATE_MATCH,True
TTKPRESTIG,TTK Prestige Limited,EQ,1.0,Buyback,2017-06-15,2017-06-16,,,,,corporate_actions_20170601_20170630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_9BCCFC53AEB0,ACTIVE_DATE_MATCH,True
ICICIBANK,ICICI Bank Limited,EQ,2.0,Annual General Meeting/Dividend - Rs 2.50 Per Share/Bonus 1:10 (Revised),2017-06-20,,2017-06-22,2017-06-24,,,corporate_actions_20170601_20170630.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 2.50 PER SHARE/BONUS 1:10 (REVISED),True,True,False,False,False,False,False,False,True,False,False,BONUS,2.5,1.0,10.0,,,2,True,True,UNCHANGED,,NSE_63BFA94D0485,ACTIVE_DATE_MATCH,True
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,1.0,Scheme Of Arrangement,2017-06-22,2017-06-23,,,,,corporate_actions_20170601_20170630.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_E01533E7B197,ACTIVE_DATE_MATCH,False
ENGINERSIN,Engineers India Limited,EQ,5.0,Buyback,2017-06-28,2017-06-29,,,,,corporate_actions_20170601_20170630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_7468CCFC85B1,ACTIVE_DATE_MATCH,True
NUCLEUS,Nucleus Software Exports Limited,EQ,10.0,Buyback,2017-06-29,2017-06-30,,,,,corporate_actions_20170601_20170630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_2A7BBB221AEF,ACTIVE_DATE_MATCH,False
JSWENERGY,JSW Energy Limited,EQ,10.0,Annual General Meeting/ Dividend - Re 0.0 Per Share,2017-06-30,,2017-07-04,2017-07-13,,,corporate_actions_20170601_20170630.json,NSE corporate actions API,ANNUAL GENERAL MEETING/ DIVIDEND - RE 0.0 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,,,,,,1,False,True,UNCHANGED,,NSE_BF592878D9DA,ACTIVE_DATE_MATCH,True
CGCL,Capri Global Capital Limited,EQ,1.0,Annual General Meeting/Dividend - Re 0..30 Per Share,2017-07-05,,2017-07-07,2017-07-17,,,corporate_actions_20170701_20170731.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 0..30 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,,,,,,1,False,True,UNCHANGED,,NSE_E7891F352261,ACTIVE_DATE_MATCH,False
MINDTREE,MindTree Limited,EQ,10.0,Buyback,2017-07-10,2017-07-11,,,,,corporate_actions_20170701_20170731.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_FF6FC74E85C1,ACTIVE_DATE_MATCH,True
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,10.0,Bonus 1:2/ Dividend - Rs 1.10 Per Share,2017-07-11,2017-07-12,,,,,corporate_actions_20170701_20170731.json,NSE corporate actions API,BONUS 1:2/ DIVIDEND - RS 1.10 PER SHARE,True,True,False,False,False,False,False,False,False,False,False,BONUS,1.1,1.0,2.0,,,2,True,True,UNCHANGED,,NSE_B0B59A3FBF07,ACTIVE_DATE_MATCH,True
INTELLECT,Intellect Design Arena Limited,EQ,5.0,Rights 5:22 @ Premium Rs 81/-,2017-07-17,2017-07-18,,,,,corporate_actions_20170701_20170731.json,NSE corporate actions API,RIGHTS 5:22 @ PREMIUM RS 81/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,5.0,22.0,,,1,False,False,UNCHANGED,,NSE_B3968699E9E2,ACTIVE_DATE_MATCH,True
GRASIM,Grasim Industries Limited,EQ,2.0,Scheme Of Arrangement,2017-07-19,2017-07-20,,,,,corporate_actions_20170701_20170731.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_951F0DE091F9,ACTIVE_DATE_MATCH,False
