as_of_date,symbol,security_name,industry,source_file,source_page,security_id,identity_match_method,identity_candidate_count
2014-08-28,IIFL,IIFL Holdings Ltd.,FINANCE,cnx500_Aug2014.pdf,9,NSE_F96D3907BEE7,ACTIVE_DATE_MATCH,1
2014-08-28,IL&FSENGG,IL&FS Engineering and Construction Company Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,9,NSE_256CD40487EB,ACTIVE_DATE_MATCH,1
2014-08-28,IL&FSTRANS,IL&FS Transportation Networks Ltd.,TRAVEL AND TRANSPORT,cnx500_Aug2014.pdf,9,NSE_938AB0376CFC,ACTIVE_DATE_MATCH,1
2014-08-28,IMFA,INDIAN METALS & FERRO,METALS,cnx500_Aug2014.pdf,9,NSE_25EEBCFD7004,ACTIVE_DATE_MATCH,1
2014-08-28,INDHOTEL,Indian Hotels Co. Ltd.,HOTELS,cnx500_Aug2014.pdf,9,NSE_981D18E0A068,ACTIVE_DATE_MATCH,1
2014-08-28,INDIACEM,India Cements Ltd.,CEMENT AND CEMENT PRODUCTS,cnx500_Aug2014.pdf,9,NSE_B90722703E30,ACTIVE_DATE_MATCH,1
2014-08-28,INDIAGLYCO,India Glycols Ltd.,CHEMICALS - ORGANIC,cnx500_Aug2014.pdf,9,NSE_652D0FF5C575,ACTIVE_DATE_MATCH,1
2014-08-28,INDIANB,Indian Bank,BANKS,cnx500_Aug2014.pdf,9,NSE_2E67BF3F672C,ACTIVE_DATE_MATCH,1
2014-08-28,INDRAMEDCO,Indraprastha Medical Corporation Ltd.,MISCELLANEOUS,cnx500_Aug2014.pdf,9,NSE_D105ECB9BB5E,ACTIVE_DATE_MATCH,1
2014-08-28,INDUSINDBK,IndusInd Bank Ltd.,BANKS,cnx500_Aug2014.pdf,9,NSE_1BB33DC3AD65,ACTIVE_DATE_MATCH,1
2014-08-28,INFINITE,Infinite Computer Solutions (India) Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,9,NSE_A419303521D6,ACTIVE_DATE_MATCH,1
2014-08-28,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,cnx500_Aug2014.pdf,9,NSE_EC4644B51BC9,ACTIVE_DATE_MATCH,1
2014-08-28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,9,NSE_6A68B38036FB,ACTIVE_DATE_MATCH,1
2014-08-28,INGERRAND,Ingersoll Rand (India) Ltd.,COMPRESSORS / PUMPS,cnx500_Aug2014.pdf,9,NSE_B34554B04EA8,ACTIVE_DATE_MATCH,1
2014-08-28,INGVYSYABK,ING Vysya Bank Ltd.,BANKS,cnx500_Aug2014.pdf,9,NSE_18BAEEDF7BCF,ACTIVE_DATE_MATCH,1
2014-08-28,INOXLEISUR,Inox Leisure Ltd.,MEDIA & ENTERTAINMENT,cnx500_Aug2014.pdf,9,NSE_A4A1DA6E345C,ACTIVE_DATE_MATCH,1
2014-08-28,IOB,Indian Overseas Bank,BANKS,cnx500_Aug2014.pdf,9,NSE_63A4328EDA2F,ACTIVE_DATE_MATCH,1
2014-08-28,IOC,Indian Oil Corporation Ltd.,REFINERIES,cnx500_Aug2014.pdf,9,NSE_6139CAE11930,ACTIVE_DATE_MATCH,1
2014-08-28,IPCALAB,Ipca Laboratories Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,9,NSE_015669CF831E,ACTIVE_DATE_MATCH,1
2014-08-28,IRB,IRB Infrastructure Developers Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,9,NSE_83619AFD46DA,ACTIVE_DATE_MATCH,1
2014-08-28,ITC,I T C Ltd.,CIGARETTES,cnx500_Aug2014.pdf,10,NSE_BDD4AB6745AE,ACTIVE_DATE_MATCH,1
2014-08-28,IVRCLINFRA,IVRCL Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,10,NSE_0C8E43FADDB8,ACTIVE_DATE_MATCH,1
2014-08-28,J&KBANK,Jammu & Kashmir Bank Ltd.,BANKS,cnx500_Aug2014.pdf,10,NSE_967CA74C4479,ACTIVE_DATE_MATCH,1
2014-08-28,JAGRAN,Jagran Prakashan Ltd.,PRINTING AND PUBLISHING,cnx500_Aug2014.pdf,10,NSE_5E4B839E941A,ACTIVE_DATE_MATCH,1
2014-08-28,JAICORPLTD,Jai Corp Ltd.,PLASTIC AND PLASTIC PRODUCTS,cnx500_Aug2014.pdf,10,NSE_DD6777CCA097,ACTIVE_DATE_MATCH,1
2014-08-28,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,10,NSE_3FEBC275AA7F,ACTIVE_DATE_MATCH,1
2014-08-28,JBFIND,JBF Industries Ltd.,TEXTILES - SYNTHETIC,cnx500_Aug2014.pdf,10,NSE_4BAE2C6D9653,ACTIVE_DATE_MATCH,1
2014-08-28,JINDALSAW,Jindal Saw Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,10,NSE_D5AEC8D4EBC0,ACTIVE_DATE_MATCH,1
2014-08-28,JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,10,NSE_6309D9A8CFF2,ACTIVE_DATE_MATCH,1
2014-08-28,JISLJALEQS,Jain Irrigation Systems Ltd.,PLASTIC AND PLASTIC PRODUCTS,cnx500_Aug2014.pdf,10,NSE_784515CC1BE6,ACTIVE_DATE_MATCH,1
2014-08-28,JKIL,J.Kumar Infraprojects Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,10,NSE_EB5B1EE4D766,ACTIVE_DATE_MATCH,1
2014-08-28,JKLAKSHMI,JK Lakshmi Cement Ltd.,CEMENT AND CEMENT PRODUCTS,cnx500_Aug2014.pdf,10,NSE_40D69010D57B,ACTIVE_DATE_MATCH,1
2014-08-28,JKTYRE,JK Tyre & Industries Ltd..,TYRES,cnx500_Aug2014.pdf,10,NSE_8BF6891072D1,ACTIVE_DATE_MATCH,1
2014-08-28,JMFINANCIL,JM Financial Ltd.,FINANCE,cnx500_Aug2014.pdf,10,NSE_13A9C334E040,ACTIVE_DATE_MATCH,1
2014-08-28,JPASSOCIAT,Jaiprakash Associates Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,10,NSE_2DA8AA828257,ACTIVE_DATE_MATCH,1
2014-08-28,JPINFRATEC,Jaypee Infratech Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,10,NSE_8ADC58AB4A5B,ACTIVE_DATE_MATCH,1
2014-08-28,JPPOWER,Jaiprakash Power Ventures Ltd,POWER,cnx500_Aug2014.pdf,10,NSE_65EC163FC41A,ACTIVE_DATE_MATCH,1
2014-08-28,JSL,Jindal Stainless Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,10,NSE_329ABD1F5CCD,ACTIVE_DATE_MATCH,1
2014-08-28,JSWENERGY,JSW Energy Ltd.,POWER,cnx500_Aug2014.pdf,10,NSE_BF592878D9DA,ACTIVE_DATE_MATCH,1
2014-08-28,JSWHL,JSW Holdings Ltd.,FINANCE,cnx500_Aug2014.pdf,10,NSE_6FD1FA25B4D5,ACTIVE_DATE_MATCH,1
2014-08-28,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,10,NSE_E46FF265D32E,ACTIVE_DATE_MATCH,1
2014-08-28,JUBILANT,Jubilant Life Sciences Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,10,NSE_7E9F9084BD7D,ACTIVE_DATE_MATCH,1
2014-08-28,JUBLFOOD,Jubilant Foodworks Ltd.,FOOD AND FOOD PROCESSING,cnx500_Aug2014.pdf,10,NSE_C443D626D98E,ACTIVE_DATE_MATCH,1
2014-08-28,JUSTDIAL,Justdial Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,10,NSE_855E4F920F23,ACTIVE_DATE_MATCH,1
2014-08-28,JYOTHYLAB,Jyothy Laboratories Ltd.,PERSONAL CARE,cnx500_Aug2014.pdf,10,NSE_1BD67E329F69,ACTIVE_DATE_MATCH,1
2014-08-28,JYOTISTRUC,Jyoti Structures Ltd.,TRANSMISSION TOWERS,cnx500_Aug2014.pdf,10,NSE_BE847AB99029,ACTIVE_DATE_MATCH,1
2014-08-28,KAJARIACER,Kajaria Ceramics Ltd.,CERAMICS AND SANITARYWARE,cnx500_Aug2014.pdf,10,NSE_DDBA544B3226,ACTIVE_DATE_MATCH,1
2014-08-28,KALPATPOWR,Kalpataru Power Transmission Ltd.,TRANSMISSION TOWERS,cnx500_Aug2014.pdf,11,NSE_9E788BED7AEF,ACTIVE_DATE_MATCH,1
2014-08-28,KANSAINER,Kansai Nerolac Paints Ltd.,PAINTS,cnx500_Aug2014.pdf,11,NSE_3561AE065616,ACTIVE_DATE_MATCH,1
2014-08-28,KARURVYSYA,Karur Vysya Bank Ltd.,BANKS,cnx500_Aug2014.pdf,11,NSE_2F2EB4A88F22,ACTIVE_DATE_MATCH,1
2014-08-28,KCP,KCP Ltd.,CEMENT AND CEMENT PRODUCTS,cnx500_Aug2014.pdf,11,NSE_EBAC40911065,ACTIVE_DATE_MATCH,1
2014-08-28,KEC,Kec International Ltd.,ENGINEERING,cnx500_Aug2014.pdf,11,NSE_9604A80AB7B1,ACTIVE_DATE_MATCH,1
2014-08-28,KESORAMIND,Kesoram Industries Ltd.,TYRES,cnx500_Aug2014.pdf,11,NSE_4723627B4BA6,ACTIVE_DATE_MATCH,1
2014-08-28,KKCL,Kewal Kiran Clothing Ltd.,TEXTILE PRODUCTS,cnx500_Aug2014.pdf,11,NSE_E6BC41F4E8C3,ACTIVE_DATE_MATCH,1
2014-08-28,KOLTEPATIL,Kolte-Patil Developers Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,11,NSE_A1420584FE56,ACTIVE_DATE_MATCH,1
2014-08-28,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,cnx500_Aug2014.pdf,11,NSE_761D2E63ACC0,ACTIVE_DATE_MATCH,1
2014-08-28,KPIT,KPIT Technologies Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,11,NSE_64BF9F3DBA41,ACTIVE_DATE_MATCH,1
2014-08-28,KSBPUMPS,KSB Pumps Ltd.,COMPRESSORS / PUMPS,cnx500_Aug2014.pdf,11,NSE_7ADB1BE970F4,ACTIVE_DATE_MATCH,1
2014-08-28,KSCL,Kaveri Seed Company Ltd.,FOOD AND FOOD PROCESSING,cnx500_Aug2014.pdf,11,NSE_8B27DC002544,ACTIVE_DATE_MATCH,1
2014-08-28,KSK,KSK Energy Ventures Ltd,POWER,cnx500_Aug2014.pdf,11,NSE_3604A340ECD7,ACTIVE_DATE_MATCH,1
2014-08-28,KTKBANK,Karnataka Bank Ltd.,BANKS,cnx500_Aug2014.pdf,11,NSE_833D2F2B9358,ACTIVE_DATE_MATCH,1
2014-08-28,L&TFH,L&T Finance Holdings Ltd.,FINANCE,cnx500_Aug2014.pdf,11,NSE_F5B77D59A62C,ACTIVE_DATE_MATCH,1
2014-08-28,LAKSHVILAS,Lakshmi Vilas Bank Ltd.,BANKS,cnx500_Aug2014.pdf,11,NSE_0E88CB8DDD57,ACTIVE_DATE_MATCH,1
2014-08-28,LAXMIMACH,Lakshmi Machine Works Ltd.,TEXTILE MACHINERY,cnx500_Aug2014.pdf,11,NSE_814CFF18D3B4,ACTIVE_DATE_MATCH,1
2014-08-28,LICHSGFIN,LIC Housing Finance Ltd.,FINANCE - HOUSING,cnx500_Aug2014.pdf,11,NSE_E468930502B9,ACTIVE_DATE_MATCH,1
2014-08-28,LINDEINDIA,Linde India Ltd.,GAS,cnx500_Aug2014.pdf,11,NSE_98B70630B94C,ACTIVE_DATE_MATCH,1
2014-08-28,LITL,Lanco Infratech Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,11,NSE_D76472EF418A,ACTIVE_DATE_MATCH,1
2014-08-28,LOVABLE,Lovable Lingerie Ltd.,TEXTILE PRODUCTS,cnx500_Aug2014.pdf,11,NSE_7CDA5DAD8C0C,ACTIVE_DATE_MATCH,1
2014-08-28,LT,Larsen & Toubro Ltd.,ENGINEERING,cnx500_Aug2014.pdf,11,NSE_BD47FE0A54BC,ACTIVE_DATE_MATCH,1
2014-08-28,LUPIN,Lupin Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,11,NSE_B048A6C4157A,ACTIVE_DATE_MATCH,1
2014-08-28,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,cnx500_Aug2014.pdf,11,NSE_158E1D664C69,ACTIVE_DATE_MATCH,1
2014-08-28,M&MFIN,Mahindra & Mahindra Financial Services Ltd.,FINANCE,cnx500_Aug2014.pdf,11,NSE_57BCD151AF77,ACTIVE_DATE_MATCH,1
2014-08-28,MAGMA,Magma Fincorp Ltd.,FINANCE,cnx500_Aug2014.pdf,11,NSE_5150BE098E03,ACTIVE_DATE_MATCH,1
2014-08-28,MAHLIFE,Mahindra Lifespace Developers Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,11,NSE_57304F91501D,ACTIVE_DATE_MATCH,1
2014-08-28,MAHSCOOTER,Maharashtra Scooters Ltd.,AUTO ANCILLARIES,cnx500_Aug2014.pdf,12,NSE_E9CD94ECB13B,ACTIVE_DATE_MATCH,1
2014-08-28,MAHSEAMLES,Maharashtra Seamless Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,12,NSE_D45E2178880F,ACTIVE_DATE_MATCH,1
2014-08-28,MANDHANA,Mandhana Industries Ltd.,TEXTILE PRODUCTS,cnx500_Aug2014.pdf,12,NSE_016878F56F2B,ACTIVE_DATE_MATCH,1
2014-08-28,MANGCHEFER,Mangalore Chemicals & Fertilizers Ltd.,PESTICIDES AND AGROCHEMICALS,cnx500_Aug2014.pdf,12,NSE_49220DD0F0D1,ACTIVE_DATE_MATCH,1
2014-08-28,MANINFRA,Man Infraconstruction Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,12,NSE_79E6C5F02193,ACTIVE_DATE_MATCH,1
2014-08-28,MARICO,Marico Ltd.,PERSONAL CARE,cnx500_Aug2014.pdf,12,NSE_3FA872F937F6,ACTIVE_DATE_MATCH,1
2014-08-28,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,cnx500_Aug2014.pdf,12,NSE_1FA96B1CD798,ACTIVE_DATE_MATCH,1
2014-08-28,MASTEK,Mastek Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,12,NSE_71E0266D5F31,ACTIVE_DATE_MATCH,1
2014-08-28,MAX,Max India Ltd.,FINANCE,cnx500_Aug2014.pdf,12,NSE_98CBA18954BD,ACTIVE_DATE_MATCH,1
2014-08-28,MCDOWELL-N,United Spirits Ltd.,BREW/DISTILLERIES,cnx500_Aug2014.pdf,12,NSE_7BD208D47A49,ACTIVE_DATE_MATCH,1
2014-08-28,MCLEODRUSS,McLeod Russel India Ltd.,TEA AND COFFEE,cnx500_Aug2014.pdf,12,NSE_BCFDB4A1DA40,ACTIVE_DATE_MATCH,1
2014-08-28,MERCATOR,Mercator Ltd.,MINING,cnx500_Aug2014.pdf,12,NSE_63AB3F8FE7C5,ACTIVE_DATE_MATCH,1
2014-08-28,MERCK,Merck Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,12,NSE_0ACF8CD743FA,ACTIVE_DATE_MATCH,1
2014-08-28,MHRIL,Mahindra Holidays & Resorts India Ltd.,HOTELS,cnx500_Aug2014.pdf,12,NSE_3C7096E039C1,ACTIVE_DATE_MATCH,1
2014-08-28,MINDTREE,MindTree Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,12,NSE_FF6FC74E85C1,ACTIVE_DATE_MATCH,1
2014-08-28,MMTC,MMTC Ltd.,TRADING,cnx500_Aug2014.pdf,12,NSE_312A70D05395,ACTIVE_DATE_MATCH,1
2014-08-28,MOIL,MOIL Ltd.,METALS,cnx500_Aug2014.pdf,12,NSE_D9F56642B79E,ACTIVE_DATE_MATCH,1
2014-08-28,MONNETISPA,Monnet Ispat and Energy Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,12,NSE_244EC4566860,ACTIVE_DATE_MATCH,1
2014-08-28,MONSANTO,Monsanto India Ltd.,PESTICIDES AND AGROCHEMICALS,cnx500_Aug2014.pdf,12,NSE_3C830EF00D9B,ACTIVE_DATE_MATCH,1
2014-08-28,MOTHERSUMI,Motherson Sumi Systems Ltd.,AUTO ANCILLARIES,cnx500_Aug2014.pdf,12,NSE_108254EF6AA4,ACTIVE_DATE_MATCH,1
2014-08-28,MOTILALOFS,Motilal Oswal Financial Services Ltd.,FINANCE,cnx500_Aug2014.pdf,12,NSE_EBCA7C65B503,ACTIVE_DATE_MATCH,1
2014-08-28,MPHASIS,MphasiS Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,12,NSE_D3E18AD37B1B,ACTIVE_DATE_MATCH,1
2014-08-28,MRF,MRF Ltd.,TYRES,cnx500_Aug2014.pdf,12,NSE_52D80E55D653,ACTIVE_DATE_MATCH,1
2014-08-28,MRPL,Mangalore Refinery & Petrochemicals Ltd.,REFINERIES,cnx500_Aug2014.pdf,12,NSE_27112CDD1653,ACTIVE_DATE_MATCH,1
2014-08-28,MTEDUCARE,MT Educare Ltd.,MISCELLANEOUS,cnx500_Aug2014.pdf,12,NSE_94DBF4CE7AC2,ACTIVE_DATE_MATCH,1
2014-08-28,MUTHOOTFIN,Muthoot Finance Ltd.,FINANCE,cnx500_Aug2014.pdf,12,NSE_BD367B35C4B6,ACTIVE_DATE_MATCH,1
2014-08-28,NATIONALUM,National Aluminium Co. Ltd.,ALUMINIUM,cnx500_Aug2014.pdf,12,NSE_F7764D2643B0,ACTIVE_DATE_MATCH,1
2014-08-28,NAUKRI,Info Edge (India) Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,13,NSE_6E6D5B2EA704,ACTIVE_DATE_MATCH,1
2014-08-28,NAVNETEDUL,Navneet Education Ltd.,PRINTING AND PUBLISHING,cnx500_Aug2014.pdf,13,NSE_851A827BCF83,ACTIVE_DATE_MATCH,1
2014-08-28,NBCC,National Buildings Construction Corporation Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,13,NSE_AC0D43FBAC0F,ACTIVE_DATE_MATCH,1
2014-08-28,NBVENTURES,Nava Bharat Ventures Ltd.,POWER,cnx500_Aug2014.pdf,13,NSE_8BBC0680BDBA,ACTIVE_DATE_MATCH,1
2014-08-28,NCC,NCC Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,13,NSE_AC850CBABC55,ACTIVE_DATE_MATCH,1
2014-08-28,NETWORK18,Network18 Media & Investments Ltd.,MEDIA & ENTERTAINMENT,cnx500_Aug2014.pdf,13,NSE_66717A9BCB34,ACTIVE_DATE_MATCH,1
2014-08-28,NEYVELILIG,Neyveli Lignite Corporation Ltd.,POWER,cnx500_Aug2014.pdf,13,NSE_046B9E4F246F,ACTIVE_DATE_MATCH,1
2014-08-28,NHPC,NHPC Ltd.,POWER,cnx500_Aug2014.pdf,13,NSE_11AC767B4B31,ACTIVE_DATE_MATCH,1
2014-08-28,NIITLTD,NIIT Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,13,NSE_9AE82A200CBD,ACTIVE_DATE_MATCH,1
2014-08-28,NIITTECH,NIIT Technologies Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,13,NSE_351E280578AE,ACTIVE_DATE_MATCH,1
2014-08-28,NMDC,NMDC Ltd.,MINING,cnx500_Aug2014.pdf,13,NSE_6693136E8F8D,ACTIVE_DATE_MATCH,1
2014-08-28,NOIDATOLL,Noida-Toll Bridge Co. Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,13,NSE_15523813BD4A,ACTIVE_DATE_MATCH,1
2014-08-28,NTPC,NTPC Ltd.,POWER,cnx500_Aug2014.pdf,13,NSE_4FB8019524D0,ACTIVE_DATE_MATCH,1
2014-08-28,OBEROIRLTY,Oberoi Realty Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,13,NSE_4E77BECACEC5,ACTIVE_DATE_MATCH,1
2014-08-28,OFSS,Oracle Financial Services Software Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,13,NSE_702EB7CF8434,ACTIVE_DATE_MATCH,1
2014-08-28,OIL,Oil India Ltd.,OIL EXPLORATION/PRODUCTION,cnx500_Aug2014.pdf,13,NSE_EA1AF0D86D36,ACTIVE_DATE_MATCH,1
2014-08-28,OMAXE,Omaxe Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,13,NSE_75590993F4D0,ACTIVE_DATE_MATCH,1
2014-08-28,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,cnx500_Aug2014.pdf,13,NSE_C2FFE122E26D,ACTIVE_DATE_MATCH,1
2014-08-28,OPTOCIRCUI,Opto Circuits (I) Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,13,NSE_4C7DD340FFE0,ACTIVE_DATE_MATCH,1
2014-08-28,ORBITCORP,Orbit Corporation Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,13,NSE_3AFC08334F23,ACTIVE_DATE_MATCH,1
2014-08-28,ORCHIDCHEM,Orchid Chemicals & Pharmaceuticals Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,13,NSE_82E1D1C5880E,ACTIVE_DATE_MATCH,1
2014-08-28,ORIENTBANK,Oriental Bank of Commerce,BANKS,cnx500_Aug2014.pdf,13,NSE_694F8FC81FFD,ACTIVE_DATE_MATCH,1
2014-08-28,ORISSAMINE,Orissa Min Dev Co Ltd.,MINING,cnx500_Aug2014.pdf,13,NSE_2E6A9952322C,ACTIVE_DATE_MATCH,1
2014-08-28,PAGEIND,Page Industries Ltd.,TEXTILE PRODUCTS,cnx500_Aug2014.pdf,13,NSE_72140149E6B1,ACTIVE_DATE_MATCH,1
2014-08-28,PARSVNATH,Parsvnath Developer Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,13,NSE_E2CB5EC37279,ACTIVE_DATE_MATCH,1
2014-08-28,PATELENG,Patel Engineering Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,13,NSE_7F8B1EBDE62B,ACTIVE_DATE_MATCH,1
2014-08-28,PEL,Piramal Enterprises Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,13,NSE_A4B76A210E61,ACTIVE_DATE_MATCH,1
2014-08-28,PENINLAND,Peninsula Land Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,14,NSE_8E2A665067A2,ACTIVE_DATE_MATCH,1
2014-08-28,PERSISTENT,Persistent Systems Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,14,NSE_4B14EC12037B,ACTIVE_DATE_MATCH,1
2014-08-28,PETRONET,Petronet LNG Ltd.,GAS,cnx500_Aug2014.pdf,14,NSE_DAED6D4EB0C4,ACTIVE_DATE_MATCH,1
2014-08-28,PFC,Power Finance Corporation Ltd.,FINANCIAL INSTITUTION,cnx500_Aug2014.pdf,14,NSE_68382625CD29,ACTIVE_DATE_MATCH,1
2014-08-28,PFIZER,Pfizer Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,14,NSE_2F5953912F7F,ACTIVE_DATE_MATCH,1
2014-08-28,PFOCUS,Prime Focus Ltd,MEDIA & ENTERTAINMENT,cnx500_Aug2014.pdf,14,NSE_0D4C56FAB9A2,ACTIVE_DATE_MATCH,1
2014-08-28,PFS,PTC India Fin Serv Ltd.,FINANCE,cnx500_Aug2014.pdf,14,NSE_3066C4DD5B47,ACTIVE_DATE_MATCH,1
2014-08-28,PGHH,Procter & Gamble Hygiene & Health Care Ltd.,PERSONAL CARE,cnx500_Aug2014.pdf,14,NSE_68FE82B93EA1,ACTIVE_DATE_MATCH,1
2014-08-28,PHOENIXLTD,Phoenix Mills Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,14,NSE_97220E5E8C0A,ACTIVE_DATE_MATCH,1
2014-08-28,PIDILITIND,Pidilite Industries Ltd.,CHEMICALS - SPECIALITY,cnx500_Aug2014.pdf,14,NSE_755A5F4A31A8,ACTIVE_DATE_MATCH,1
2014-08-28,PIIND,PI Industries Ltd.,PESTICIDES AND AGROCHEMICALS,cnx500_Aug2014.pdf,14,NSE_015311D97283,ACTIVE_DATE_MATCH,1
2014-08-28,PIPAVAVDOC,Pipavav Defence and Offshore Engineering Company Ltd.,SHIPPING,cnx500_Aug2014.pdf,14,NSE_9050AA71D782,ACTIVE_DATE_MATCH,1
2014-08-28,PNB,Punjab National Bank,BANKS,cnx500_Aug2014.pdf,14,NSE_B773408C322B,ACTIVE_DATE_MATCH,1
2014-08-28,POLARIS,Polaris Financial Technology Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,14,NSE_A787B7252904,ACTIVE_DATE_MATCH,1
2014-08-28,POWERGRID,Power Grid Corporation of India Ltd.,POWER,cnx500_Aug2014.pdf,14,NSE_F7ADAF13B60C,ACTIVE_DATE_MATCH,1
2014-08-28,PRAJIND,Praj Industries Ltd.,ENGINEERING,cnx500_Aug2014.pdf,14,NSE_09C529487BE0,ACTIVE_DATE_MATCH,1
2014-08-28,PRAKASH,Prakash Industries Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,14,NSE_400E6C0FE473,ACTIVE_DATE_MATCH,1
2014-08-28,PRESTIGE,Prestige Estates Projects Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,14,NSE_E591D40579BE,ACTIVE_DATE_MATCH,1
2014-08-28,PRISMCEM,Prism Cement Ltd.,CEMENT AND CEMENT PRODUCTS,cnx500_Aug2014.pdf,14,NSE_8B1A9BBDE5E6,ACTIVE_DATE_MATCH,1
2014-08-28,PTC,PTC India Ltd.,POWER,cnx500_Aug2014.pdf,14,NSE_0BA9E4D0059A,ACTIVE_DATE_MATCH,1
2014-08-28,PUNJLLOYD,Punj Lloyd Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,14,NSE_795647D3BCB5,ACTIVE_DATE_MATCH,1
2014-08-28,PURVA,Puravankara Projects Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,14,NSE_A1950E96A064,ACTIVE_DATE_MATCH,1
2014-08-28,PVR,PVR Ltd.,MEDIA & ENTERTAINMENT,cnx500_Aug2014.pdf,14,NSE_F7FF721279AE,ACTIVE_DATE_MATCH,1
2014-08-28,RADICO,Radico Khaitan Ltd,BREW/DISTILLERIES,cnx500_Aug2014.pdf,14,NSE_89A9E52A0919,ACTIVE_DATE_MATCH,1
2014-08-28,RAIN,Rain Industries Ltd,PETROCHEMICALS,cnx500_Aug2014.pdf,14,NSE_E79D1D741D70,ACTIVE_DATE_MATCH,1
2014-08-28,RAJESHEXPO,Rajesh Exports Ltd.,GEMS JEWELLERY AND WATCHES,cnx500_Aug2014.pdf,14,NSE_86BBF1CA90A8,ACTIVE_DATE_MATCH,1
2014-08-28,RAJTV,Raj Television Network Ltd.,MEDIA & ENTERTAINMENT,cnx500_Aug2014.pdf,14,NSE_AF1487EA4B1C,ACTIVE_DATE_MATCH,1
2014-08-28,RALLIS,Rallis India Ltd.,PESTICIDES AND AGROCHEMICALS,cnx500_Aug2014.pdf,15,NSE_2E66C97CA5FA,ACTIVE_DATE_MATCH,1
2014-08-28,RAMCOCEM,The Ramco Cements Ltd.,CEMENT AND CEMENT PRODUCTS,cnx500_Aug2014.pdf,15,NSE_8669D581A541,ACTIVE_DATE_MATCH,1
