effective_date,action,symbol,security_id,application_status,source_file
2020-06-26,INCLUDE,SUMICHEM,NSE_86A0724D9861,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,TATACOMM,NSE_C941893EE311,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,UJJIVANSFB,NSE_702CAC2EC1DE,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,VESUVIUS,NSE_81E6A1C5A552,APPLIED,ind_prs10062020.pdf
2020-07-31,EXCLUDE,VEDL,NSE_4F03492E4C4E,APPLIED,ind_prs02072020_1.pdf
2020-07-31,INCLUDE,SBICARD,NSE_00ABAEDCEC72,APPLIED,ind_prs02072020_1.pdf
2020-09-14,EXCLUDE,ASAHIINDIA,NSE_502982CDBAAD,APPLIED,ind_prs07092020.pdf
2020-09-14,INCLUDE,JTEKTINDIA,NSE_D00C1130DAE7,APPLIED,ind_prs07092020.pdf
2020-09-25,EXCLUDE,ADANIPOWER,NSE_961E02880D58,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,ARVINDFASN,NSE_806A916D3197,APPLIED,ind_prs07092020.pdf
2020-09-25,EXCLUDE,GET&D,NSE_7EEBEDF17992,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,HEXAWARE,NSE_5813C47C6758,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,HIMATSEIDE,NSE_CC0C56B55A2D,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,IFCI,NSE_4F2FFAFFC4C4,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,INDOSTAR,NSE_1B43303A9FAD,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,INTELLECT,NSE_B3968699E9E2,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,ITDC,NSE_0FF5DAC53AF6,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,JUBILANT,NSE_7E9F9084BD7D,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,KPITTECH,NSE_6BCEC6E04CC0,APPLIED,ind_prs07092020.pdf
2020-09-25,EXCLUDE,KPRMILL,NSE_03C46C5018D2,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,MAHINDCIE,NSE_0A208E331D8C,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,NBVENTURES,NSE_8BBC0680BDBA,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,RENUKA,NSE_91BD03BB23F6,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,REPCOHOME,NSE_2EAE81E9FD97,APPLIED,ind_prs07092020.pdf
2020-09-25,EXCLUDE,SADBHAV,NSE_A06CF0562665,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,SPANDANA,NSE_EFA321C47A4C,APPLIED,ind_prs07092020.pdf
2020-09-25,EXCLUDE,TAKE,NSE_15269CF9ABBD,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,TIMETECHNO,NSE_435FD71DA02A,APPLIED,ind_prs20082020.pdf
2020-09-25,EXCLUDE,VESUVIUS,NSE_81E6A1C5A552,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,AARTIDRUGS,NSE_6B14B0471978,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,ADANIENT,NSE_42CD50DCCBD6,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,ALEMBICLTD,NSE_C9C5A501D2C2,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,ALOKINDS,NSE_2AC56D269FBF,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,CHALET,NSE_C617F8AD6C46,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,GAEL,NSE_C2B697FEC9E7,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,IOLCP,NSE_9CB97949D5FC,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,NAVNETEDUL,NSE_851A827BCF83,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,NOCIL,NSE_B02D9BEB0D0A,APPLIED,ind_prs07092020.pdf
2020-09-25,INCLUDE,PAPERPROD,NSE_F210221D2F17,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,POLYPLEX,NSE_5148BFCB96FF,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,POWERINDIA,NSE_71C08F9DEEE2,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,PSPPROJECT,NSE_6868DC7450A6,APPLIED,ind_prs07092020.pdf
2020-09-25,INCLUDE,SHILPAMED,NSE_66EF9E74F5E3,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,SOLARA,NSE_DED817305039,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,SUPPETRO,NSE_AA00EC8A4A3D,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,SUVENPHAR,NSE_BDD195E0616C,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,SWARAJENG,NSE_7A24E610012A,APPLIED,ind_prs07092020.pdf
2020-09-25,INCLUDE,TATACHEM,NSE_806E57D11FFC,APPLIED,ind_prs20082020.pdf
2020-09-25,INCLUDE,TATACOFFEE,NSE_13CDBE86B707,APPLIED,ind_prs07092020.pdf
2020-09-25,INCLUDE,YESBANK,NSE_BF514F1F2D5F,APPLIED,ind_prs20082020.pdf
2020-11-02,EXCLUDE,ALLCARGO,NSE_6E8A4A1EA4BA,APPLIED,ind_prs26102020.pdf
2020-11-02,INCLUDE,NETWORK18,NSE_66717A9BCB34,APPLIED,ind_prs26102020.pdf
2020-11-25,EXCLUDE,INFIBEAM,NSE_CA42918156CA,APPLIED,ind_prs18112020.pdf
2020-11-25,INCLUDE,MAHINDCIE,NSE_0A208E331D8C,APPLIED,ind_prs18112020.pdf
2021-03-31,EXCLUDE,BOMDYEING,NSE_305DE6D13FA6,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,CARERATING,NSE_C900A7D9B807,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,CHENNPETRO,NSE_3F1961BC2E0E,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,DBCORP,NSE_2562C82A6AA3,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,ESABINDIA,NSE_C0628B35007C,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,GMDCLTD,NSE_FD88B4145E09,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,HATHWAY,NSE_BC781E1A1FE3,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,HERITGFOOD,NSE_EEAD76022193,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,ICRA,NSE_23C7CF9A3EAE,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,J&KBANK,NSE_967CA74C4479,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,JAGRAN,NSE_5E4B839E941A,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,JAICORPLTD,NSE_DD6777CCA097,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,KOLTEPATIL,NSE_A1420584FE56,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,KTKBANK,NSE_833D2F2B9358,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,NAVNETEDUL,NSE_851A827BCF83,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,OMAXE,NSE_75590993F4D0,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,ORIENTCEM,NSE_DDCC0F44FC44,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,PRAJIND,NSE_09C529487BE0,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,PSPPROJECT,NSE_6868DC7450A6,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,PTC,NSE_0BA9E4D0059A,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,SOUTHBANK,NSE_A80DD1EFE223,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,SWARAJENG,NSE_7A24E610012A,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,TVTODAY,NSE_1BF63B49C19E,APPLIED,ind_prs23022021.pdf
2021-03-31,EXCLUDE,VRLLOG,NSE_4C0AC873F083,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,ANGELBRKG,NSE_232F7BA109E4,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,ASAHIINDIA,NSE_502982CDBAAD,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,BALAMINES,NSE_338E517DA7BB,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,CAMS,NSE_6ED25D40CAF7,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,HAPPSTMNDS,NSE_E0134A40D7AE,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,HEMIPROP,NSE_80E6BAAF27E1,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,ICIL,NSE_41D6658A86E3,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,INTELLECT,NSE_B3968699E9E2,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,KPITTECH,NSE_6BCEC6E04CC0,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,KPRMILL,NSE_03C46C5018D2,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,MAXHEALTH,NSE_74560139A228,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,MAZDOCK,NSE_8493E8962DCF,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,PRINCEPIPE,NSE_8E6BA07D1F0E,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,RESPONIND,NSE_D47F04514F84,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,ROSSARI,NSE_39E0D7EE6CD1,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,ROUTE,NSE_197A5E03B180,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,SHARDACROP,NSE_AE697C87E3F3,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,SPANDANA,NSE_EFA321C47A4C,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,SUNCLAYLTD,NSE_72C836734F97,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,TANLA,NSE_9A2A839DC6BD,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,TRITURBINE,NSE_9CD0408E0E4C,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,UTIAMC,NSE_F1D328AB5B2A,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,VALIANTORG,NSE_7C0DF1AA648B,APPLIED,ind_prs23022021.pdf
2021-03-31,INCLUDE,VEDL,NSE_4F03492E4C4E,APPLIED,ind_prs23022021.pdf
2021-04-29,EXCLUDE,GHCL,NSE_5D0160460CD9,APPLIED,ind_prs22042021.pdf
2021-04-29,EXCLUDE,TATASTLBSL,NSE_8212B1829EDC,APPLIED,ind_prs22042021.pdf
2021-04-29,INCLUDE,BURGERKING,NSE_B24D84EAEDA8,APPLIED,ind_prs22042021.pdf
2021-04-29,INCLUDE,INFIBEAM,NSE_CA42918156CA,APPLIED,ind_prs22042021.pdf
2021-06-30,EXCLUDE,MOTHERSUMI,NSE_108254EF6AA4,APPLIED,ind_prs15062021.pdf
2021-06-30,INCLUDE,GLAND,NSE_A1488DA9F95B,APPLIED,ind_prs15062021.pdf
2021-09-30,EXCLUDE,AKZOINDIA,NSE_72BEDE1400BF,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,BALMLAWRIE,NSE_269D4C57C57C,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,BLISSGVS,NSE_7D44EE89941C,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,DCAL,NSE_087EBB35F638,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,DISHTV,NSE_0CDA14210E4D,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,FCONSUMER,NSE_F111BB4114FB,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,GEPIL,NSE_ED9F5F2D6407,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,GRSE,NSE_75554DD3FC15,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,GULFOILLUB,NSE_D1A2AB285CE4,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,HSCL,NSE_870926D02A20,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,HUHTAMAKI,NSE_F210221D2F17,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,JTEKTINDIA,NSE_D00C1130DAE7,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,MAHSCOOTER,NSE_E9CD94ECB13B,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,MAHSEAMLES,NSE_D45E2178880F,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,MASFIN,NSE_E1897D16F276,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,RAYMOND,NSE_3E4C170F0F10,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,RESPONIND,NSE_D47F04514F84,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,SHOPERSTOP,NSE_FA3A03D8F627,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,SUNCLAYLTD,NSE_72C836734F97,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,SWANENERGY,NSE_D12898B9CF83,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,TATAINVEST,NSE_CC1A452E363C,APPLIED,ind_prs15092021.pdf
2021-09-30,EXCLUDE,VSTIND,NSE_BB53E120FC24,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,ANURAS,NSE_F9C58E6F4C7D,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,CGPOWER,NSE_812A4A064978,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,EQUITASBNK,NSE_68320B29C9C6,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,FACT,NSE_52038FB4C8D8,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,HATHWAY,NSE_BC781E1A1FE3,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,HGS,NSE_03B0BD5CB55C,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,HIKAL,NSE_12EA8D83A7E0,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,HOMEFIRST,NSE_87F5D0D8658E,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,INDIGOPNTS,NSE_93EDFD9CD697,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,IRFC,NSE_9A7AED6E5E33,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,JUBLINGREA,NSE_9600713819EE,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,JUBLPHARMA,NSE_7E9F9084BD7D,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,KALYANKJIL,NSE_3AF2F9101694,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,LODHA,NSE_FE09ECEA2A1B,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,LXCHEM,NSE_75C877F93A95,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,MASTEK,NSE_71E0266D5F31,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,NAZARA,NSE_1E79FBEEA506,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,POONAWALLA,NSE_5150BE098E03,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,PRAJIND,NSE_09C529487BE0,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,RAILTEL,NSE_4343189A6F18,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,TATASTLLP,NSE_418B7FB30526,APPLIED,ind_prs15092021.pdf
2021-09-30,INCLUDE,TTML,NSE_9BE1DE6AAF18,APPLIED,ind_prs15092021.pdf
2021-10-29,EXCLUDE,GMRINFRA,NSE_22A49E238B39,APPLIED,ind_prs22102021.pdf
2021-10-29,INCLUDE,SONACOMS,NSE_7C88EBE4B68A,APPLIED,ind_prs22102021.pdf
2022-03-31,EXCLUDE,ALEMBICLTD,NSE_C9C5A501D2C2,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,ASHOKA,NSE_7271BD099C26,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,BAJAJCON,NSE_F495F6B08158,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,BHARATRAS,NSE_351109872146,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,CGCL,NSE_E7891F352261,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,DCBBANK,NSE_D1B8254AD933,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,DHANUKA,NSE_9891A0739E64,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,FRETAIL,NSE_E987DDA51421,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,GILLETTE,NSE_E02C0941D910,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,GREAVESCOT,NSE_57BC5308EED3,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,HEIDELBERG,NSE_F10F8CF228CE,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,INGERRAND,NSE_B34554B04EA8,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,IOLCP,NSE_9CB97949D5FC,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,JCHAC,NSE_85A771F24921,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,JINDALSAW,NSE_D5AEC8D4EBC0,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,JKTYRE,NSE_8BF6891072D1,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,KSB,NSE_7ADB1BE970F4,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,KSCL,NSE_8B27DC002544,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,LAOPALA,NSE_5C11B50967B3,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,LEMONTREE,NSE_4AFBC5E81D2E,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,MIDHANI,NSE_6ADCE5AAF1F7,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,MINDACORP,NSE_D92A46834C0F,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,NFL,NSE_7AD0C8434979,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,NILKAMAL,NSE_75A1EC6089B7,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,SCHNEIDER,NSE_3CFB46E142F9,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,SHARDACROP,NSE_AE697C87E3F3,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,SPANDANA,NSE_EFA321C47A4C,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,STARCEMENT,NSE_9ABAD18182CF,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,TASTYBITE,NSE_955CB9307A3C,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,UJJIVAN,NSE_6F61D6CF659B,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,UJJIVANSFB,NSE_702CAC2EC1DE,APPLIED,ind_prs24022022_1.pdf
2022-03-31,EXCLUDE,VALIANTORG,NSE_7C0DF1AA648B,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,ABSLAMC,NSE_AD2E7AA5247F,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,ALLCARGO,NSE_6E8A4A1EA4BA,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,APTUS,NSE_8FD1C183DE7B,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,BCG,NSE_474C5DED9C63,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,BORORENEW,NSE_D84D9BBEAF23,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,CHEMPLASTS,NSE_BBAFE94E6772,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,CLEAN,NSE_69654D8C1E99,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,DEVYANI,NSE_4ADB73672A72,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,EASEMYTRIP,NSE_4F096D93F0F3,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,GLS,NSE_406ADDA47C2B,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,GOCOLORS,NSE_0E5DBEE7C6DB,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,GRINFRA,NSE_8A58397586E6,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,HLEGLAS,NSE_CDAA948370DB,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,KIMS,NSE_AD18A213DACB,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,LATENTVIEW,NSE_AF3197470457,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,MAPMYINDIA,NSE_77B10DEB942C,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,MEDPLUS,NSE_CB495D5D7660,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,METROBRAND,NSE_896B828BC329,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,NUVOCO,NSE_07126DA12DC3,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,NYKAA,NSE_6E5D69F7F69D,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,PAYTM,NSE_CD88130B9E52,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,POLICYBZR,NSE_38BB2C517032,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,PRIVISCL,NSE_F5B3E0E44D10,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,RENUKA,NSE_91BD03BB23F6,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,RTNINDIA,NSE_1377DAD88BB5,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,SAPPHIRE,NSE_C9E4C554809A,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,SAREGAMA,NSE_22C8D50BA4F4,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,SHYAMMETL,NSE_CF7DBA3753F8,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,STARHEALTH,NSE_1BBE3C0F77F8,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,TATAINVEST,NSE_CC1A452E363C,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,VIJAYA,NSE_8EB3CD5CB5AD,APPLIED,ind_prs24022022_1.pdf
2022-03-31,INCLUDE,ZOMATO,NSE_8EB4140F9B6D,APPLIED,ind_prs24022022_1.pdf
2022-04-07,EXCLUDE,SUPPETRO,NSE_AA00EC8A4A3D,APPLIED,ind_prs06042022.pdf
2022-04-07,INCLUDE,MTARTECH,NSE_DC71E4171668,APPLIED,ind_prs06042022.pdf
2022-04-12,EXCLUDE,BEML,NSE_873E06A5291B,APPLIED,ind_prs05042022_1.pdf
2022-04-12,INCLUDE,CGCL,NSE_E7891F352261,APPLIED,ind_prs05042022_1.pdf
2022-05-04,EXCLUDE,AARTIIND,NSE_81E1BA306A07,APPLIED,ind_prs05042022.pdf
2022-05-04,INCLUDE,GMRINFRA,NSE_22A49E238B39,APPLIED,ind_prs05042022.pdf
2022-05-31,EXCLUDE,JSLHISAR,NSE_E6FA1070E643,APPLIED,ind_prs24052022.pdf
2022-05-31,INCLUDE,TRIVENI,NSE_C5E1346C906E,APPLIED,ind_prs24052022.pdf
2022-08-08,EXCLUDE,NMDC,NSE_6693136E8F8D,APPLIED,ind_prs11072022.pdf
2022-08-08,EXCLUDE,PEL,NSE_A4B76A210E61,APPLIED,ind_prs11072022.pdf
2022-08-08,EXCLUDE,SHRIRAMCIT,NSE_A4E2E02F6E83,APPLIED,ind_prs11072022.pdf
2022-08-08,INCLUDE,CAMPUS,NSE_D4C1A1AFCB62,APPLIED,ind_prs11072022.pdf
2022-08-08,INCLUDE,DELHIVERY,NSE_01C6D9F0E3F6,APPLIED,ind_prs11072022.pdf
2022-08-08,INCLUDE,LICI,NSE_9AD9F6D272D7,APPLIED,ind_prs11072022.pdf
2022-09-30,EXCLUDE,ADVENZYMES,NSE_617F173B98ED,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,EQUITAS,NSE_1BB2D50D7572,APPLIED,ind_prs16092022.pdf
2022-09-30,EXCLUDE,ERIS,NSE_8CDF4E326200,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,GLS,NSE_406ADDA47C2B,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,HATHWAY,NSE_BC781E1A1FE3,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,HEMIPROP,NSE_80E6BAAF27E1,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,ICIL,NSE_41D6658A86E3,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,IRCON,NSE_3F905739D72F,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,MINDTREE,NSE_FF6FC74E85C1,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,NESCO,NSE_B314BB60ABB8,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,RAILTEL,NSE_4343189A6F18,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,SEQUENT,NSE_F7B46E5369C2,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,SOLARA,NSE_DED817305039,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,SPICEJET,NSE_87489588C163,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,STAR,NSE_72AFBEE07E5D,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,TATASTLLP,NSE_418B7FB30526,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,UCOBANK,NSE_F8D058616E86,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,VAKRANGEE,NSE_7F648FED7CF8,APPLIED,ind_prs01092022.pdf
2022-09-30,EXCLUDE,VENKEYS,NSE_F6D9EDF646AC,APPLIED,ind_prs01092022.pdf
2022-09-30,INCLUDE,AETHER,NSE_A719D8A80060,APPLIED,ind_prs01092022.pdf
2022-09-30,INCLUDE,AWL,NSE_F639A82E6848,APPLIED,ind_prs01092022.pdf
2022-09-30,INCLUDE,BHARATRAS,NSE_351109872146,APPLIED,ind_prs01092022.pdf
